gene_short_name,num_cells_expressed,gene_id,status,term,estimate,std_err,test_val,p_value,normalized_effect,model_component,q_value,intercept
zgpa-1,1333,WBGene00016383,OK,embryo.time,-0.0037372233615027,0.0003342472077795,-11.1810159502289,6.3286099703557e-29,-0.0052131632937894,count,4.66418554815215e-26,-1.22900531759056
nhr-31,266,WBGene00003625,OK,embryo.time,0.0030392371489234,0.0005952362683747,5.10593408096859,3.32613161065947e-07,0.0012441473966851,count,0.0001836024649084,-5.53263583860329
nsy-7,1675,WBGene00044508,OK,embryo.time,0.0045088294347228,0.0002105147320045,21.4181183035903,1.75607857547115e-100,0.0035894076979908,count,1.5453491464146102e-97,-4.39946429402183
rabs-5,805,WBGene00021538,OK,embryo.time,-0.0049522382841789,0.000455928506328,-10.8618746479858,2.14123401543596e-27,-0.006896463010542,count,1.55881836323738e-24,-1.27778766996232
nhr-66,2077,WBGene00003656,OK,embryo.time,0.0027346097801638,0.0001978356314495,13.8226352863124,3.13898706728592e-43,0.0031387301292496,count,2.4703828219540197e-40,-3.24764014665512
T26A8.4,1599,WBGene00020827,OK,embryo.time,-0.0011347775420106,0.0002776960268157,-4.08640179343926,4.40066004166706e-05,-0.0015276039778176,count,0.0218272738066686,-1.96938157986526
rad-26,1494,WBGene00007761,OK,embryo.time,-0.0044304095649413,0.0003321295222661,-13.3394030579152,2.1497894493425198e-40,-0.0062490600004738,count,1.67683577048717e-37,-0.823301494466245
D1046.2,796,WBGene00008363,OK,embryo.time,-0.0042309950332024,0.0004723494246244,-8.95734135077396,3.6533139038879e-19,-0.0058012375240096,count,2.54635979100987e-16,-1.65029348697178
nhr-11,267,WBGene00003610,OK,embryo.time,0.0058303079522471,0.0005070751170809,11.49791767699,1.7385167450298097e-30,0.0007232521315534,count,1.29519497504721e-27,-6.97175813079933
C01F6.9,1907,WBGene00007223,OK,embryo.time,-0.0015357465155922,0.0002654174406528,-5.78615524215337,7.324446157322489e-09,-0.0021002191810634,count,4.2994498943483e-06,-1.70296366935294
flh-1,3541,WBGene00012435,OK,embryo.time,-0.0077345565066242,0.0001964058628486,-39.3804767049397,0.0,-0.0111314093168122,count,0.0,1.41311900437794
flh-3,1226,WBGene00012436,OK,embryo.time,-0.0088269273336364,0.0004043682274253,-21.8289339640701,3.01221845418385e-104,-0.0126584781891592,count,2.66280111349852e-101,0.513463355847585
nhr-138,465,WBGene00003728,OK,embryo.time,0.0023978332365168,0.0004451288496615,5.38682954012117,7.26366384611951e-08,0.0016591501236404,count,4.10397007305752e-05,-4.6879569382331
nhr-100,1457,WBGene00003690,OK,embryo.time,0.0024255195497,0.0002405026445061,10.0852094773434,7.46185637438441e-24,0.0026073741500243,count,5.32030359493608e-21,-3.53365011717888
bed-3,113,WBGene00009133,OK,embryo.time,0.0052223909239067,0.0008496619664581,6.14643367606106,8.09588751553771e-10,0.0004366727754538,count,4.84134073429155e-07,-7.3961165463937
miz-1,2559,WBGene00011259,OK,embryo.time,-0.0028977112079761,0.0002301523000798,-12.5904073388379,3.42085928394834e-36,-0.0040901842435217,count,2.62721993007233e-33,-0.790838093018274
rbm-22,3712,WBGene00011722,OK,embryo.time,-0.0031596180339375,0.0001835914654911,-17.2100485471066,7.76380790169037e-66,-0.0044962447936672,count,6.55265386902667e-63,-0.32166777996577
rbr-2,2114,WBGene00004319,OK,embryo.time,-0.0027980430820584,0.000260238679368,-10.7518340042811,7.04732113954011e-27,-0.0039237353623751,count,5.11635514730612e-24,-1.05624881629333
Y5F2A.4,667,WBGene00012385,OK,embryo.time,-0.0027537638057905,0.0004816080038942,-5.71785307454142,1.09635395643842e-08,-0.003623770083046,count,6.36981648690722e-06,-2.26379903027967
nhr-67,331,WBGene00003657,OK,embryo.time,-0.0048049635190797,0.0009368441287907,-5.12888256585656,2.94574446484423e-07,-0.0065703124395898,count,0.0001634888177988,-1.70349918678646
mbf-1,1347,WBGene00003148,OK,embryo.time,0.00191118604785,0.0002728096855565,7.00556523112736,2.5493026610693697e-12,0.0020897289627648,count,1.6060606764737e-09,-3.46491988659944
tbx-36,12,WBGene00006555,OK,embryo.time,0.0095847565601746,0.0016677235795462,5.74720935635047,9.223602086506482e-09,9.87758967721675e-06,count,5.36813641434677e-06,-11.853425462733
repo-1,4901,WBGene00008683,OK,embryo.time,-0.0055093021857434,0.0001591583089109,-34.6152345010495,5.01215934153015e-254,-0.0079169591479168,count,4.7715756931367e-251,0.931247978220307
dhhc-6,1738,WBGene00010892,OK,embryo.time,-0.0055506071977309,0.0003012344678294,-18.4262021465386,4.14825029989186e-75,-0.0079064408842692,count,3.55505050700732e-72,-0.245960672332898
ham-1,1089,WBGene00001820,OK,embryo.time,-0.0067994652019603,0.0004594751487144,-14.7983307062077,2.97872117827015e-49,-0.0097284841771712,count,2.39787054850747e-46,0.185725047508696
lin-54,723,WBGene00003037,OK,embryo.time,-0.0067893660273923,0.0005544326517049,-12.2456100060383,2.45033623476994e-34,-0.0095729450017776,count,1.8622555384251504e-31,-0.837933679563577
Y67H2A.10,1813,WBGene00013465,OK,embryo.time,-0.0074924569358243,0.0003118200282308,-24.0281452680701,1.50944888986128e-125,-0.0107401867818974,count,1.36303234754474e-122,0.444139401843497
aptf-2,212,WBGene00013383,OK,embryo.time,-0.0037162792437243,0.0008514698314495,-4.36454599618382,1.28116285299414e-05,-0.0044128510147511,count,0.00655955380733,-3.0660296192777
tlp-1,3379,WBGene00006580,OK,embryo.time,-0.0047225332762596,0.0002184795196708,-21.615450653568,2.78076634734258e-102,-0.0067743263190752,count,2.4526359183561598e-99,0.558404377831926
ccar-1,5929,WBGene00003085,OK,embryo.time,-0.0052812470766884,0.0001444531518302,-36.5602758387338,4.40872032211916e-282,-0.0075954600152893,count,4.2191453482680406e-279,1.1643973843651
F55B11.4,34,WBGene00010086,OK,embryo.time,0.0087308974801673,0.0011590122460977,7.53305024132653,5.19778317876124e-14,3.59203732072643e-05,count,3.3733612830160395e-11,-10.4665147303399
dmd-6,905,WBGene00007058,OK,embryo.time,0.0049127978491828,0.0002878160116992,17.0692305135423,8.40373519406392e-65,0.0025409069433214,count,7.075945033401819e-62,-5.1895211523082
hlh-32,130,WBGene00013665,OK,embryo.time,0.0046820502035835,0.0007471147025068,6.26684254489098,3.77047378205927e-10,0.0005742173287647,count,2.26605474301762e-07,-6.98366709712964
zip-7,476,WBGene00013100,OK,embryo.time,-0.0124991894649831,0.0010181533832931,-12.2763324957533,1.682516568793409e-34,-0.0179555528898481,count,1.28039510885179e-31,0.853379831039747
uaf-2,3873,WBGene00006698,OK,embryo.time,-0.0044051052893242,0.0001867685932734,-23.585899599698,4.1284277058320104e-121,-0.0063062461016803,count,3.70732807983714e-118,0.254968962539201
ceh-88,612,WBGene00008195,OK,embryo.time,0.00210804836958,0.0003938037657274,5.35304269040216,8.75763148109069e-08,0.0017618925888667,count,4.93930415533515e-05,-4.28620990290695
F40G9.14,370,WBGene00018248,OK,embryo.time,-0.0037300090038088,0.0006478575136167,-5.75745271978975,8.6821600401341e-09,-0.0048463032387526,count,5.07906362347845e-06,-2.39952943278448
zip-2,2434,WBGene00019327,OK,embryo.time,-0.0016746579647417,0.0002375577771724,-7.04947648809771,1.8628355561419498e-12,-0.0023294695381224,count,1.181037742594e-09,-1.31167307257299
T24C4.2,680,WBGene00020758,OK,embryo.time,-0.0131473690866872,0.0008743547804989,-15.0366526036311,8.762326713511073e-51,-0.0189061844361807,count,7.10624696465748e-48,1.130272597841
ztf-18,2235,WBGene00020763,OK,embryo.time,-0.0059678893300787,0.0002706430945485,-22.0507725868008,2.6145843159756503e-106,-0.0085351586485809,count,2.3191362882704e-103,0.13647589900486
Y82E9BR.17,2118,WBGene00022349,OK,embryo.time,-0.0129477400920505,0.0003823477990347,-33.8637756637703,1.52120077155781e-243,-0.0186661830289891,count,1.44514073297992e-240,2.63625084507582
Y82E9BR.1,578,WBGene00022334,OK,embryo.time,-0.0121959379788999,0.0009034924933527,-13.4986599984274,2.5625595477971e-41,-0.0175032864587397,count,2.00392156637733e-38,0.652198044177097
nhr-121,55,WBGene00003711,OK,embryo.time,0.0082336199800988,0.0011401098704646,7.22177764915186,5.34179064906869e-13,6.39860573231691e-05,count,3.40806243410582e-10,-9.82771732853717
Y53G8AR.9,741,WBGene00021816,OK,embryo.time,-0.0037384154897092,0.0004684925762674,-7.97966857766164,1.5572562768930702e-15,-0.005087997305414,count,1.03868993668768e-12,-1.79027077873187
xbp-1,11670,WBGene00006959,OK,embryo.time,-0.0013704267943978,8.65835338348771e-05,-15.8277992789184,4.89358127449688e-56,-0.0019689597888805,count,4.03720455145993e-53,0.882984694322811
pal-1,417,WBGene00003912,OK,embryo.time,-0.0057211841833634,0.0007155721107239,-7.99525875536889,1.3729524468334901e-15,-0.0078950827195123,count,9.17132234484771e-13,-1.51119325718236
F26F4.8,1232,WBGene00005011,OK,embryo.time,-0.0089046210789137,0.0004025106030622,-22.1226994051053,5.55637866293276e-107,-0.0127681554006498,count,4.9340642526842903e-104,0.490931020229576
flh-2,2560,WBGene00016138,OK,embryo.time,-0.0034329933573743,0.0002311642136262,-14.8508858854999,1.37515655203851e-49,-0.0048728852001818,count,1.10837618094304e-46,-0.492503335821408
R144.3,1253,WBGene00020093,OK,embryo.time,-0.0021852802270018,0.0003399180584331,-6.42884416637084,1.31899467888604e-10,-0.0029612471303103,count,8.04586754120484e-08,-1.86531640880786
tbx-2,4810,WBGene00006543,OK,embryo.time,-0.003073409339809,0.0001858995703082,-16.532632833483,6.1835437612655604e-61,-0.0044168349096965,count,5.14470840937295e-58,0.947109946083128
cid-1,613,WBGene00019629,OK,embryo.time,-0.0063669107102959,0.0005778692251118,-11.017909301302,3.87525418260116e-28,-0.0089129632516308,count,2.84056131584665e-25,-1.11453511588861
ztf-8,1816,WBGene00022598,OK,embryo.time,-0.0018283302151898,0.0002719153721906,-6.72389427806294,1.8239151854591398e-11,-0.0025084793415797,count,1.13082741498467e-08,-1.63852282814589
T24G10.2,1783,WBGene00020779,OK,embryo.time,-0.0050122288623006,0.0003001210262368,-16.7006921345958,3.91705777827274e-62,-0.007117845082538,count,3.27074324485774e-59,-0.462100419994373
B0336.7,1277,WBGene00015147,OK,embryo.time,-0.0032211118178641,0.0003411199538077,-9.44275402804344,4.07606941933952e-21,-0.0044501397473909,count,2.8777050100537e-18,-1.48577924009536
dpff-1,1860,WBGene00016200,OK,embryo.time,-0.0036963132812492,0.0002912548816287,-12.6909916859738,9.62847043146064e-37,-0.0052074916635596,count,7.43317917308761e-34,-0.875070236193526
ZK328.6,81,WBGene00022695,OK,embryo.time,0.0042572768094013,0.0009661264078233,4.40654222359261,1.05657561218839e-05,0.0003689286101167,count,0.0054413644027702,-7.35764756305696
tbx-11,318,WBGene00006547,OK,embryo.time,-0.0126197523181256,0.0010929317179744,-11.5466978499936,9.91099433923911e-31,-0.0180922503271446,count,7.403512771411619e-28,0.466400992852712
attf-4,2783,WBGene00015477,OK,embryo.time,-0.0041982544294153,0.0002306784913743,-18.1995920139883,2.4633405907854505e-73,-0.0059854216564677,count,2.10615620512156e-70,-0.173994633607367
hmg-1.2,12498,WBGene00001972,OK,embryo.time,-0.0060315828138584,7.43921401818375e-05,-81.0782268007801,0.0,-0.008697802717455,count,0.0,3.09955087314856
nfx-1,1100,WBGene00007048,OK,embryo.time,-0.0037499902667616,0.0003855764382206,-9.72567277208927,2.66860225107014e-22,-0.0051971891883314,count,1.8920389960087301e-19,-1.40825890838199
C16A3.4,4218,WBGene00015809,OK,embryo.time,-0.0029001720727522,0.0001718416043046,-16.8770076634642,2.10518676017414e-63,-0.0041307725331816,count,1.76835687854628e-60,-0.253273762925437
isw-1,1004,WBGene00002169,OK,embryo.time,-0.007060692929327,0.000467606398744,-15.0996499369787,3.41870779988581e-51,-0.010050691734068,count,2.79308427250671e-48,-0.296945093009605
ceh-20,5895,WBGene00000443,OK,embryo.time,-0.0034834989646285,0.0001395025963359,-24.9708539921423,2.91541074933562e-135,-0.0049938130176705,count,2.65302378189541e-132,0.452631222849204
hmg-4,2846,WBGene00001974,OK,embryo.time,-0.0058890425030146,0.0002385758777151,-24.684148956782,2.85645967079174e-132,-0.0084429780897628,count,2.59080892140811e-129,0.466419477432553
tbp-1,1848,WBGene00006542,OK,embryo.time,-0.0035450761026825,0.000283924843077,-12.4859665827848,1.2627733242135998e-35,-0.0049858362446845,count,9.685471396718308e-33,-0.945961113423657
lin-39,3625,WBGene00003024,OK,embryo.time,-0.0020253373462384,0.0001963045458911,-10.3173226939024,6.933212700090051e-25,-0.0028980595126496,count,4.957247080564389e-22,0.19440403216296
ceh-13,2716,WBGene00000437,OK,embryo.time,-0.0033042347777019,0.0002270716037837,-14.5515102841684,1.08422698267688e-47,-0.0047037480651872,count,8.68465813124181e-45,-0.29457785968462
snu-23,1939,WBGene00022794,OK,embryo.time,-0.0040223594299777,0.0002925001417863,-13.7516495048928,8.30722956836201e-43,-0.0056988520090546,count,6.5211752111641795e-40,-0.601316023193492
mab-5,1247,WBGene00003102,OK,embryo.time,-0.0028446178511556,0.0003394689807397,-8.37961054632071,5.70769073397573e-17,-0.0039580466848016,count,3.88693738983747e-14,-1.30295322212334
egl-5,334,WBGene00001174,OK,embryo.time,-0.0036945245612185,0.0006997874377414,-5.27949540383685,1.3108554306968e-07,-0.0047623085017976,count,7.36700752051602e-05,-2.47654008578528
ZK652.6,1269,WBGene00022785,OK,embryo.time,-0.0024719562004978,0.0003336885766182,-7.40797370275595,1.34071485810947e-13,-0.003378384573122,count,8.66101798338718e-11,-1.7146610319854
lin-36,2140,WBGene00003021,OK,embryo.time,-0.0045522428984118,0.000272338318835,-16.7153961950119,3.07301211835207e-62,-0.006471849418029,count,2.56903813094233e-59,-0.388359565408319
C02F5.12,2501,WBGene00015352,OK,embryo.time,-0.0037951667568236,0.0002399610677409,-15.815760417105,5.908909679097249e-56,-0.0053870253534113,count,4.86894157557613e-53,-0.491616700105632
F54F2.9,1039,WBGene00018836,OK,embryo.time,-0.005389370592679,0.0004124036900016,-13.0681919763083,7.60358305261032e-39,-0.0075863887002036,count,5.9155876149308296e-36,-0.909208025602259
F44E2.7,2572,WBGene00018420,OK,embryo.time,-0.0035421359978323,0.0002349198618936,-15.07806095781,4.72201876503578e-51,-0.0050214549838488,count,3.8484452935041596e-48,-0.567939177164594
ech-6,3769,WBGene00001155,OK,embryo.time,0.0007756937102935,0.0001578156894067,4.91518754066569,8.94994079210529e-07,0.0010527839779977,count,0.0004859817850113,-1.84063738441122
dhhc-4,1047,WBGene00014075,OK,embryo.time,-0.003381646817282,0.0003882319466087,-8.71037751226036,3.29424107491156e-18,-0.0046505289228515,count,2.2763205827638903e-15,-1.58877304442196
ttll-4,2004,WBGene00014232,OK,embryo.time,-0.0037654413676238,0.0002725514540771,-13.8155247799832,3.4611640003852498e-43,-0.0053179864864871,count,2.72047490430281e-40,-0.764112609408617
tbx-9,472,WBGene00006546,OK,embryo.time,-0.0184855673722201,0.001100725358092,-16.7939870162178,8.37007194413934e-63,-0.0266488553862111,count,7.00575021724463e-60,2.58984723530032
tbx-8,569,WBGene00006545,OK,embryo.time,-0.0189596950016403,0.0005608863998588,-33.8030927589106,1.04683997548609e-242,-0.0273395874397276,count,9.93451136736299e-240,3.01991235472159
rnf-113,645,WBGene00010476,OK,embryo.time,-0.0047026951652231,0.0005372676983117,-8.75298325211107,2.26376697573988e-18,-0.0064594119700603,count,1.5687905141877402e-15,-1.61378959712893
cey-4,7109,WBGene00000475,OK,embryo.time,-0.0029679413477868,0.0001208231450549,-24.5643444096394,4.96833455409618e-131,-0.0042562993098068,count,4.50131110601114e-128,0.512421232258647
athp-1,554,WBGene00008081,OK,embryo.time,-0.0039605823973371,0.0005461465818523,-7.25186704255164,4.28216352590429e-13,-0.0052953314470616,count,2.74486682010465e-10,-2.06547923059688
vab-7,540,WBGene00006873,OK,embryo.time,-0.0145610190781246,0.0004900976732307,-29.7104431901058,2.71615469538259e-189,-0.0209876579487426,count,2.53145617609657e-186,2.38585570594235
sup-35,143,WBGene00012976,OK,embryo.time,-0.0072405503002155,0.0012856781713167,-5.63169731099961,1.81183372659699e-08,-0.0095411898488542,count,1.04361622651987e-05,-2.24579588804459
sbp-1,581,WBGene00004735,OK,embryo.time,-0.0033133030002815,0.0005195305153688,-6.37749449217489,1.84513596801629e-10,-0.0043799168378678,count,1.1218426685539e-07,-2.21061501917073
bed-2,1345,WBGene00012943,OK,embryo.time,-0.0047744217476624,0.0003438591058125,-13.8848198781293,1.33289530674641e-43,-0.006736742775375,count,1.05298729232966e-40,-0.806660690485113
ceh-91,210,WBGene00013425,OK,embryo.time,-0.0056389680194661,0.000991221735267,-5.68890674894947,1.29896695966863e-08,-0.0073142314175684,count,7.50802902688468e-06,-2.41539268466241
crh-1,229,WBGene00000793,OK,embryo.time,-0.0048716538878067,0.0008791655145545,-5.54122495384144,3.04690170263873e-08,-0.0061321174286077,count,1.74587467561199e-05,-2.67959455540412
Y56A3A.18,8331,WBGene00013236,OK,embryo.time,-0.0035661036232026,0.0001084869851028,-32.8712575045131,5.21850465130442e-230,-0.0051253674678728,count,4.93148689548268e-227,0.971621676026742
Y56A3A.28,507,WBGene00013240,OK,embryo.time,-0.0028608847172337,0.0005854902154624,-4.88630662251785,1.03653123131282e-06,-0.0036461715457981,count,0.0005597268649089,-2.57861574626904
Y79H2A.3,886,WBGene00013580,OK,embryo.time,-0.0025691115348778,0.0004211227409802,-6.1006240814671,1.0787458060608e-09,-0.0034255194027405,count,6.44011246218298e-07,-2.10296497953341
php-3,329,WBGene00004024,OK,embryo.time,-0.0057828004361703,0.0007991101940587,-7.2365494510826,4.79284943474844e-13,-0.0079289295338447,count,3.067423638239e-10,-1.64959956691696
nob-1,402,WBGene00003779,OK,embryo.time,-0.0070958815581126,0.0007118518742622,-9.96819958571639,2.4232990763041202e-23,-0.0099722220119936,count,1.7253889423285302e-20,-0.973682396745906
zip-1,491,WBGene00006986,OK,embryo.time,0.002825405480118,0.0004244272430733,6.65698426815995,2.8779362580469297e-11,0.0017724717932826,count,1.76993079869886e-08,-4.86873597422899
Y111B2A.10,3289,WBGene00013734,OK,embryo.time,-0.0020214222317759,0.0001936475594518,-10.438666190775,1.9607029457301505e-25,-0.0028502609617051,count,1.4038633091427898e-22,-0.839176377550964
dro-1,95,WBGene00001092,OK,embryo.time,-0.006348145766652,0.001379515265742,-4.60172201373756,4.21950494823177e-06,-0.0077756343258306,count,0.0022236791077181,-2.87511328821178
mdt-29,3565,WBGene00007025,OK,embryo.time,-0.0041471308569935,0.0001956481114499,-21.1968867282117,1.7555728239023902e-98,-0.0059254704723574,count,1.5396373665624e-95,0.0308371014011858
ceh-93,422,WBGene00019864,OK,embryo.time,-0.0028192672306751,0.0006215150226371,-4.5361208144462,5.76786036458653e-06,-0.003512726519712,count,0.0030165909706787,-2.75788909301658
hlh-19,235,WBGene00001962,OK,embryo.time,-0.0049288252593047,0.0009682030041902,-5.09069403624368,3.60450005828016e-07,-0.006441733545942,count,0.0001978870531995,-2.33802305597805
F13C5.2,6488,WBGene00017423,OK,embryo.time,-0.0031050072031376,0.0001309933397738,-23.703550184288,2.77290637320384e-122,-0.0044511513468405,count,2.49561573588346e-119,0.44995621488154
C46H3.2,866,WBGene00016725,OK,embryo.time,-0.0054983293651539,0.0004412712868334,-12.4602019873317,1.73996865559787e-35,-0.0077310135654653,count,1.33107602153237e-32,-0.954712302712397
cebp-1,136,WBGene00016997,OK,embryo.time,0.0076170873775052,0.0006716431344605,11.3409740778829,1.04378341377442e-29,0.0002092295393169,count,7.73443509606845e-27,-8.55098813056411
tbx-32,189,WBGene00006551,OK,embryo.time,0.0032156508416711,0.0006973419467277,4.61129702115333,4.02992915606432e-06,0.0008080101126585,count,0.002131832523558,-6.16313534696793
ceh-41,985,WBGene00000462,OK,embryo.time,-0.0039129332628783,0.0003956111070856,-9.89085794810954,5.2403730292215204e-23,-0.0054115727308241,count,3.7259052237765e-20,-1.46051414726799
ceh-21,361,WBGene00000444,OK,embryo.time,-0.0044017964890344,0.0006929510568078,-6.35224731355721,2.17419720380249e-10,-0.0057670540953883,count,1.31538930830051e-07,-2.31191793382601
lsy-2,3932,WBGene00003087,OK,embryo.time,-0.0039697913335095,0.0001831839306143,-21.6710675450418,8.588622871422359e-103,-0.0056760854432545,count,7.58375399546594e-100,0.106796963572795
dhhc-9,4559,WBGene00016620,OK,embryo.time,-0.0030440704559524,0.0001615866112605,-18.8386304546279,2.1677159892822e-78,-0.0043434566602684,count,1.86857118276126e-75,-0.102761306314592
nhr-40,666,WBGene00003630,OK,embryo.time,0.0027181302136594,0.0003703501098426,7.33935306463009,2.24024624773918e-13,0.0020487516980384,count,1.44271858354403e-10,-4.5166698017596
tra-4,1311,WBGene00018740,OK,embryo.time,-0.0039641637890723,0.0003482096948068,-11.3844153341893,6.37064439020006e-30,-0.0055466090934597,count,4.73338878191864e-27,-1.13247075916706
ztf-13,1222,WBGene00018704,OK,embryo.time,-0.0060005897434636,0.0003731690381643,-16.0800847063329,9.11871337704575e-58,-0.0085215241088831,count,7.53205724943979e-55,-0.460767126171026
K10B3.5,636,WBGene00019611,OK,embryo.time,-0.0028927840262368,0.0005066730113725,-5.70937066176196,1.15230871343499e-08,-0.0037732990517007,count,6.68339053792294e-06,-2.35974833955501
fkh-2,3987,WBGene00001434,OK,embryo.time,-0.0053033491159782,0.0002078323183279,-25.5174419389893,4.7158491181333e-141,-0.0076379406126125,count,4.31028609397384e-138,1.76005569995078
fkh-9,110,WBGene00001441,OK,embryo.time,0.0053583390582333,0.0007985322302611,6.71023517295086,2.0025984272374888e-11,0.0003954019563795,count,1.23960842646001e-08,-7.52836670048042
ceh-18,326,WBGene00000441,OK,embryo.time,0.007802071270092,0.0004159396442764,18.7577004920114,9.670919959753347e-78,0.000419552260032,count,8.32666208534764e-75,-7.86055687525406
hlh-13,1196,WBGene00001957,OK,embryo.time,0.0041574234905737,0.0003954924240696,10.5120180250063,9.074327237341848e-26,0.0034431623792304,count,6.53351561088613e-23,-4.30880572194748
ets-9,109,WBGene00016865,OK,embryo.time,0.0041638148437102,0.0008883787706582,4.68698147820983,2.79350629483494e-06,0.0004816599154431,count,0.0014833518425573,-7.04713530053759
spr-3,810,WBGene00005008,OK,embryo.time,-0.0031004937762395,0.0004250868818254,-7.29378842020553,3.1422598737162097e-13,-0.0041871770387103,count,2.0173308389258101e-10,-1.91944451124729
ceh-1,14,WBGene00000428,OK,embryo.time,0.0084020046638933,0.0016841373836132,4.98890692982965,6.13034142808351e-07,1.68859924947864e-05,count,0.0003359427102589,-11.1842341881542
dhhc-10,1122,WBGene00019344,OK,embryo.time,-0.0031967935272768,0.0003631522675185,-8.80290118831206,1.4553542296686e-18,-0.0043968357354662,count,1.01001583539001e-15,-1.58632423856768
egl-13,652,WBGene00001182,OK,embryo.time,0.0043462721494136,0.000344379485275,12.6205895973796,2.34083039758897e-36,0.002719860657587,count,1.8047802365411e-33,-4.873846882647
hbl-1,6191,WBGene00001824,OK,embryo.time,0.0010459325282775,0.0001219747327096,8.57499340267116,1.07241087895528e-17,0.0014735319401745,count,7.35673862963322e-15,-0.877826970312125
ctbp-1,621,WBGene00006424,OK,embryo.time,0.0050825401762291,0.0003378126742791,15.0454395681711,7.6860707879759e-51,0.002026553350997,count,6.24108947983643e-48,-5.57021410617205
ceh-54,15,WBGene00020485,OK,embryo.time,0.0084913723700859,0.0017368607758361,4.8889194161218,1.02288850870818e-06,1.49950908729588e-05,count,0.0005544055717198,-11.3137900362632
mdl-1,2094,WBGene00003163,OK,embryo.time,0.0038362108876459,0.0001966794864476,19.5048856234757,7.7262175946948995e-84,0.0039683719978774,count,6.70635687219517e-81,-3.67732720025396
syd-9,10165,WBGene00044068,OK,embryo.time,-0.0050851246915098,9.70901761010409e-05,-52.3752751897146,0.0,-0.0073297371716158,count,0.0,2.41806098244889
sox-2,390,WBGene00004949,OK,embryo.time,0.0021632726560316,0.0004985367819467,4.33924383188819,1.43774291829314e-05,0.0015539470995421,count,0.007318111454112,-4.61461379001855
