,t1,t2,avg
Y62E10A.2,390.0000,650.0000,520.0
srsx-25,5.100000e+02,5.750000e+02,542.5
Y62E10A.6,330.0000,575.0000,452.5
emc-3,155.0000,390.0000,272.5
Y62E10A.13,155.00000,510.00000,332.5
memi-2,450.0000000,510.0000000,480.0
cyp-31A5,390.0000000,450.0000000,420.0
gcl-1,390.00000,510.00000,450.0
aptf-2,155.00000,650.00000,402.5
Y62E10A.19,390.00000,450.00000,420.0
Y62F5A.9,450.00000,510.00000,480.0
Y62F5A.10,1.550000e+02,2.125000e+02,183.75
Y62H9A.9,270.000000,390.000000,330.0
Y62H9A.11,1.550000e+02,6.500000e+02,402.5
Y62H9A.13,212.500000,330.000000,271.25
fbxb-100,155.00000,212.50000,183.75
fbxb-101,155.00000,510.00000,332.5
tdpt-1,155.000000,390.000000,272.5
Y63D3A.7,390.0000,650.0000,520.0
Y63D3A.8,212.5000,575.0000,393.75
fbxb-93,155.00000,650.00000,402.5
fbxb-56,155.00000,575.00000,365.0
Y64G10A.2,1.550000e+02,2.125000e+02,183.75
ilcr-1,155.0000000,450.0000000,302.5
Y64G10A.7,510.00000,575.00000,542.5
Y65A5A.1,330.0000,390.0000,360.0
Y65A5A.2,3.900000e+02,5.750000e+02,482.5
fbxa-220,155.009922,509.990089,332.5000055
Y66A7A.2,155.0000,510.0000,332.5
Y66A7A.4,1.550000e+02,2.125000e+02,183.75
ceh-91,212.50000,575.00000,393.75
Y66A7A.7,1.550000e+02,5.750000e+02,365.0
Y66D12A.1,4.500000e+02,5.100000e+02,480.0
ceh-92,212.5000000,390.0000000,301.25
Y66D12A.6,2.125000e+02,5.100000e+02,361.25
Y66D12A.7,155.00000,330.00000,242.5
Y66D12A.8,330.0000,575.0000,452.5
Y66D12A.9,155.0000,450.0000,302.5
Y66D12A.10,155.0000,650.0000,402.5
Y66D12A.11,5.100000e+02,5.750000e+02,542.5
ztf-29,155.00000,575.00000,365.0
Y66D12A.13,212.5000000,330.0000000,271.25
nrps-1,4.500000e+02,5.100000e+02,480.0
xpb-1,330.00000,575.00000,452.5
Y66D12A.16,212.500000,650.000000,431.25
such-1,330.000000,510.000000,420.0
Y66D12A.19,155.000000,212.500000,183.75
Y66D12A.21,212.50000,650.00000,431.25
nars-2,270.00000,390.00000,330.0
Y66D12A.24,5.750000e+02,6.500000e+02,612.5
Y67A6A.1,3.300000e+02,3.900000e+02,360.0
oac-56,3.300000e+02,4.500000e+02,390.0
fbxa-83,330.00000,650.00000,490.0
fbxa-126,3.300000e+02,3.900000e+02,360.0
ssu-2,155.115292,509.884709,332.5000005
Y67A10A.7,1.550000e+02,2.125000e+02,183.75
paqr-3,212.500000,510.000000,361.25
Y67A10A.9,212.500000,575.000000,393.75
Y67A10A.10,1.550000e+02,5.750000e+02,365.0
cpsf-3,330.0000,575.0000,452.5
Y67H2A.2,155.0000,575.0000,365.0
micu-1,390.0000,575.0000,482.5
kdp-1,390.000,650.000,520.0
Y67H2A.7,575.00000,650.00000,612.5
Y67H2A.10,330.00000,575.00000,452.5
clec-242,5.100000e+02,5.750000e+02,542.5
Y68A4B.3,450.000000,575.000000,512.5
Y69E1A.1,1.550000e+02,3.900000e+02,272.5
Y69E1A.2,3.300000e+02,3.900000e+02,360.0
Y69E1A.4,1.550000e+02,3.900000e+02,272.5
Y69E1A.5,155.00000,390.00000,272.5
Y69H2.1,4.500000e+02,5.100000e+02,480.0
Y69H2.3,5.100000e+02,5.750000e+02,542.5
Y69H2.7,270.00000,575.00000,422.5
Y69H2.9,155.000000,575.000000,365.0
Y69H2.10,5.750000e+02,6.500000e+02,612.5
col-42,212.5000000,270.0000000,241.25
Y70C5C.1,155.0000000,450.0000000,302.5
hex-5,212.5000000,450.0000000,331.25
Y71A12B.3,4.500000e+02,5.750000e+02,512.5
Y71A12B.8,155.0000000,575.0000000,365.0
usp-3,1.550000e+02,2.125000e+02,183.75
Y71A12B.10,1.550000e+02,2.700000e+02,212.5
Y71A12B.11,155.00000,450.00000,302.5
Y71A12B.12,155.0000,510.0000,332.5
Y71A12B.15,212.500000,330.000000,271.25
nhr-276,1.550000e+02,2.125000e+02,183.75
Y71A12C.2,1.550000e+02,5.750000e+02,365.0
Y73F4A.1,155.000000,212.500000,183.75
Y73F4A.2,450.0000000,575.0000000,512.5
Y73F4A.3,1.550000e+02,2.125000e+02,183.75
lgc-52,1.550000e+02,6.500000e+02,402.5
Y73F8A.5,330.00000,450.00000,390.0
Y73F8A.13,155.0000,330.0000,242.5
Y73F8A.22,1.550000e+02,2.125000e+02,183.75
Y73F8A.23,3.900000e+02,4.500000e+02,420.0
Y73F8A.24,155.00000,450.00000,302.5
ntl-11,510.00000,575.00000,542.5
Y73F8A.26,450.0000,650.0000,550.0
Y73F8A.27,390.00000,575.00000,482.5
acr-24,4.500000e+02,5.100000e+02,480.0
Y73F8A.32,5.100000e+02,5.750000e+02,542.5
tag-349,450.0000,510.0000,480.0
Y73F8A.35,575.0000000,650.0000000,612.5
Y75B8A.3,1.550000e+02,2.125000e+02,183.75
lonp-2,330.000000,450.000000,390.0
lron-12,2.702401e+02,4.490272e+02,359.63365
Y75B8A.6,5.100000e+02,5.750000e+02,542.5
Y75B8A.7,212.50000,330.00000,271.25
Y75B8A.8,450.00000,575.00000,512.5
Y75B8A.10,330.000000,510.000000,420.0
Y75B8A.11,450.0000000,510.0000000,480.0
Y75B8A.13,450.00000,510.00000,480.0
Y75B8A.14,330.00000,650.00000,490.0
Y75B8A.16,450.000000,575.000000,512.5
gmn-1,212.50000,450.00000,331.25
Y75B8A.18,212.5000,650.0000,431.25
Y75B8A.19,155.00000,575.00000,365.0
fbxa-89,1.550000e+02,5.750000e+02,365.0
Y75B8A.23,155.000000,390.000000,272.5
Y75B8A.24,510.00000,650.00000,580.0
Y75B8A.25,390.00000,650.00000,520.0
Y75B8A.28,5.100000e+02,5.750000e+02,542.5
zip-12,510.000000,650.000000,580.0
Y75B8A.31,270.0000,330.0000,300.0
Y75B8A.32,4.500000e+02,5.100000e+02,480.0
Y75B8A.33,2.700000e+02,5.750000e+02,422.5
Y75B8A.34,3.900000e+02,4.500000e+02,420.0
Y75B12A.2,5.100000e+02,5.750000e+02,542.5
Y75B12B.1,5.100000e+02,5.750000e+02,542.5
Y75B12B.3,450.000000,575.000000,512.5
bath-36,212.50000,330.00000,271.25
Y75B12B.11,155.000000,575.000000,365.0
lron-13,155.000000,575.000000,365.0
acs-5,390.000000,650.000000,520.0
Y76A2B.4,155.00000,390.00000,272.5
Y76A2B.5,450.0000,650.0000,550.0
scav-2,155.000000,650.000000,402.5
Y79H2A.2,1.550000e+02,6.500000e+02,402.5
Y79H2A.3,212.5000,330.0000,271.25
ceh-51,155.00000,650.00000,402.5
nhr-243,575.000000,650.000000,612.5
cyp-42A1,510.000000,575.000000,542.5
Y80D3A.8,5.100000e+02,5.750000e+02,542.5
Y80D3A.9,155.00000,450.00000,302.5
nlp-42,510.0000000,575.0000000,542.5
Y81G3A.1,2.125000e+02,2.700000e+02,241.25
gcn-2,1.550000e+02,6.500000e+02,402.5
Y81G3A.4,330.000000,575.000000,452.5
Y87G2A.1,155.00000,390.00000,272.5
Y87G2A.2,155.000000,450.000000,302.5
atg-4.1,510.0000,575.0000,542.5
nyn-2,330.00000,650.00000,490.0
gpi-1,212.5000,510.0000,361.25
vps-28,450.0000,510.0000,480.0
eipr-1,155.00000,450.00000,302.5
Y87G2A.13,155.00000,650.00000,402.5
Y87G2A.16,510.0000000,575.0000000,542.5
soem-1,390.0000,650.0000,520.0
Y87G2A.18,575.0000,650.0000,612.5
Y95D11A.1,155.0000,575.0000,365.0
cand-1,155.0000,390.0000,272.5
clec-35,5.750000e+02,6.500000e+02,612.5
clec-37,5.750000e+02,6.500000e+02,612.5
fbxa-206,330.000000,650.000000,490.0
Y102A5C.2,155.0000000,650.0000000,402.5
Y102A5C.4,4.500000e+02,5.100000e+02,480.0
fbxa-111,5.750000e+02,6.500000e+02,612.5
clec-238,1.550000e+02,5.750000e+02,365.0
fbxa-90,212.500000,270.000000,241.25
Y105C5A.1,155.00000,270.00000,212.5
Y105C5A.10,1.550000e+02,4.500000e+02,302.5
Y105C5A.15,155.0000000,650.0000000,402.5
daf-38,5.750000e+02,6.500000e+02,612.5
Y105C5A.24,390.0000000,510.0000000,450.0
Y105C5B.5,1.550000e+02,6.500000e+02,402.5
Y105C5B.9,5.100000e+02,6.500000e+02,580.0
Y105C5B.14,2.125000e+02,2.700000e+02,241.25
Y105C5B.15,3.900000e+02,4.500000e+02,420.0
Y105C5B.19,390.00000,450.00000,420.0
Y105C5B.20,270.0000000,650.0000000,460.0
Y105C5B.25,1.550000e+02,5.750000e+02,365.0
hlh-32,450.00000,575.00000,512.5
Y105E8A.1,1.550000e+02,5.750000e+02,365.0
Y105E8A.2,390.00000,575.00000,482.5
Y105E8A.3,155.0000,390.0000,272.5
Y105E8A.8,155.000000,575.000000,365.0
hpo-13,575.00000,650.00000,612.5
Y105E8A.11,212.5000,390.0000,301.25
catp-1,450.0000000,575.0000000,512.5
Y105E8A.13,510.0000000,575.0000000,542.5
Y105E8A.14,212.50000,575.00000,393.75
ekl-4,330.00000,650.00000,490.0
yars-1,330.0000,450.0000,390.0
Y105E8A.20,155.0000,450.0000,302.5
Y105E8A.21,212.50000,390.00000,301.25
rpom-1,510.00000,650.00000,580.0
Y105E8A.25,270.00000,390.00000,330.0
zoo-1,330.0000,575.0000,452.5
Y105E8A.27,155.0000000,450.0000000,302.5
Y105E8A.28,212.500000,650.000000,431.25
exoc-8,575.0000,650.0000,612.5
riok-2,330.0000,650.0000,490.0
bath-40,270.0000,575.0000,422.5
hprt-1,575.00000,650.00000,612.5
Y105E8B.6,155.00000,650.00000,402.5
Y105E8B.7,575.0000,650.0000,612.5
Y105E8B.9,212.500000,450.000000,331.25
Y106G6A.1,575.00000,650.00000,612.5
epg-8,155.0000,330.0000,242.5
Y106G6A.4,2.125000e+02,4.500000e+02,331.25
dsbn-1,390.0000,650.0000,520.0
Y106G6D.1,155.000000,575.000000,365.0
Y106G6D.2,155.00000,650.00000,402.5
Y106G6D.4,5.750000e+02,6.500000e+02,612.5
Y106G6D.6,212.5000000,330.0000000,271.25
Y106G6D.7,575.0000,650.0000,612.5
Y106G6D.8,155.00000,510.00000,332.5
Y106G6E.4,155.00000,390.00000,272.5
csnk-1,390.0000,510.0000,450.0
Y106G6G.1,155.0000000,450.0000000,302.5
Y106G6G.2,4.500000e+02,5.100000e+02,480.0
Y106G6G.4,510.000000,575.000000,542.5
Y106G6G.6,1.550000e+02,5.100000e+02,332.5
Y106G6H.1,270.000000,575.000000,422.5
madf-10,450.00000,510.00000,480.0
pdpr-1,510.00000,575.00000,542.5
Y106G6H.6,330.00000,510.00000,420.0
Y106G6H.8,155.00000,510.00000,332.5
Y106G6H.9,155.000000,650.000000,402.5
Y106G6H.13,3.900000e+02,6.500000e+02,520.0
Y106G6H.14,330.00000,650.00000,490.0
ska-1,155.00000,330.00000,242.5
Y106G6H.16,330.00000,650.00000,490.0
Y111B2A.1,212.5000000,270.0000000,241.25
Y111B2A.2,5.100000e+02,5.750000e+02,542.5
Y111B2A.3,155.00000,450.00000,302.5
sql-1,510.00000,575.00000,542.5
aakg-1,390.00000,650.00000,520.0
Y111B2A.10,390.0000,510.0000,450.0
Y111B2A.12,155.00000,212.50000,183.75
Y111B2A.13,510.0000,650.0000,580.0
tpst-1,330.00000,450.00000,390.0
elpc-2,575.00000,650.00000,612.5
spin-4,5.750000e+02,6.500000e+02,612.5
hut-1,450.0000,650.0000,550.0
Y111B2A.21,212.500000,650.000000,431.25
sas-1,212.50000,270.00000,241.25
lgc-55,1.550000e+02,4.500000e+02,302.5
spe-19,2.125000e+02,2.700000e+02,241.25
ssu-1,450.0000000,575.0000000,512.5
Y113G7A.12,390.000000,450.000000,420.0
Y113G7A.13,2.700000e+02,3.300000e+02,300.0
Y113G7A.14,390.0000000,450.0000000,420.0
Y113G7A.15,5.750000e+02,6.500000e+02,612.5
Y113G7A.16,450.0000000,510.0000000,480.0
fbxa-115,155.0000000,510.0000000,332.5
ftr-1,155.000000,212.500000,183.75
fbxa-113,1.550000e+02,3.300000e+02,242.5
fbxa-114,155.000000,390.000000,272.5
fbxb-59,155.00000,330.00000,242.5
srbc-34,2.700000e+02,5.100000e+02,390.0
Y113G7B.11,575.000000,650.000000,612.5
Y113G7B.15,5.100000e+02,5.750000e+02,542.5
cdkr-3,212.50000,650.00000,431.25
prmt-1,155.0000,390.0000,272.5
sld-5,155.0000,390.0000,272.5
Y113G7C.1,1.550000e+02,2.125000e+02,183.75
clec-193,3.300000e+02,4.500000e+02,390.0
Y116A8A.6,330.0000000,390.0000000,360.0
clec-194,5.100000e+02,5.750000e+02,542.5
Y116A8B.1,212.500000,510.000000,361.25
npr-32,390.0000000,575.0000000,482.5
Y116A8C.3,212.50000,330.00000,271.25
nep-23,5.100000e+02,5.750000e+02,542.5
nep-24,155.0000000,510.0000000,332.5
Y116A8C.9,330.0000,650.0000,490.0
Y116A8C.10,155.00000,450.00000,302.5
Y116A8C.13,390.00000,510.00000,450.0
dct-13,270.000000,450.000000,360.0
Y116A8C.19,155.0000000,270.0000000,212.5
Y116A8C.20,3.300000e+02,5.100000e+02,420.0
athp-3,155.000000,450.000000,302.5
Y116A8C.24,1.550000e+02,2.125000e+02,183.75
Y116A8C.25,510.00000,575.00000,542.5
snx-13,575.0000,650.0000,612.5
Y116A8C.27,155.00000,650.00000,402.5
bca-2,510.0000,650.0000,580.0
Y116A8C.29,330.000000,510.000000,420.0
Y116A8C.30,155.00000,390.00000,272.5
sfa-1,212.50000,450.00000,331.25
Y116A8C.33,575.000000,650.000000,612.5
Y116A8C.40,5.750000e+02,6.500000e+02,612.5
Y116A8C.43,212.500000,330.000000,271.25
Y116F11A.1,3.900000e+02,6.500000e+02,520.0
Y116F11A.3,5.100000e+02,5.750000e+02,542.5
Y116F11A.6,212.4816744,449.9999167,331.24079555000003
Y116F11B.2,2.125000e+02,3.300000e+02,271.25
Y116F11B.9,3.300000e+02,3.900000e+02,360.0
mlt-4,330.0000000,510.0000000,420.0
fbxa-29,212.5000000,575.0000000,393.75
fbxa-31,510.0000000,575.0000000,542.5
fbxa-32,1.550000e+02,5.100000e+02,332.5
fbxa-37,1.550000e+02,5.750000e+02,365.0
ZC84.1,155.000000,510.000000,332.5
cls-3,212.50000,330.00000,271.25
npr-29,3.900000e+02,5.100000e+02,450.0
ZC84.6,330.000000,575.000000,452.5
ZC84.7,1.550000e+02,4.500000e+02,302.5
hhat-1,1.550000e+02,6.500000e+02,402.5
ZC116.1,212.5000000,330.0000000,271.25
cyc-2.2,212.500000,390.000000,301.25
ZC116.3,212.5000000,390.0000000,301.25
ZC168.2,450.0000000,510.0000000,480.0
orc-5,155.00000,450.00000,302.5
ssp-34,2.125000e+02,2.700000e+02,241.25
ZC247.1,212.50000,390.00000,301.25
ZC247.2,1.550000e+02,3.900000e+02,272.5
wdr-5.3,2.125000e+02,6.500000e+02,431.25
ZC334.7,5.100000e+02,6.500000e+02,580.0
cbs-1,155.00000,510.00000,332.5
ZC373.3,1.573898e+02,4.117715e+02,284.58065
mlck-1,1.550000e+02,3.900000e+02,272.5
ZC373.5,212.50000,330.00000,271.25
gnrr-3,4.500000e+02,5.100000e+02,480.0
ZC374.2,155.000000,450.000000,302.5
ZC376.1,330.0000000,390.0000000,360.0
ZC376.2,4.500000e+02,5.100000e+02,480.0
ZC376.3,1.550000e+02,6.500000e+02,402.5
ceh-74,155.00000,450.00000,302.5
ZC376.6,155.0000,212.5000,183.75
atfs-1,155.00000,450.00000,302.5
ZC376.8,390.0000000,450.0000000,420.0
mppb-1,212.50000,575.00000,393.75
mans-4,155.00000,575.00000,365.0
msa-1,212.50000,510.00000,361.25
npr-13,5.100000e+02,5.750000e+02,542.5
ZC412.3,270.0893496,574.9106531,422.50000135
ZC412.5,5.100000e+02,5.750000e+02,542.5
ZC434.3,510.000000,650.000000,580.0
ZC434.4,450.0000,650.0000,550.0
ZC434.7,155.0000,390.0000,272.5
ZC434.8,510.0000000,575.0000000,542.5
ZC434.9,390.000000,450.000000,420.0
ZC443.1,212.5000000,650.0000000,431.25
ZC443.2,450.000000,575.000000,512.5
ZC443.3,155.00000,450.00000,302.5
ZC443.4,330.00000,450.00000,390.0
ugt-16,1.550000e+02,5.750000e+02,365.0
ZC455.1,390.000000,450.000000,420.0
ugt-6,212.5000000,330.0000000,271.25
ugt-4,5.100000e+02,6.500000e+02,580.0
ugt-5,212.500000,510.000000,361.25
sre-20,330.0000000,450.0000000,390.0
srbc-43,3.900000e+02,4.500000e+02,420.0
srbc-44,510.0000000,575.0000000,542.5
irld-60,1.550000e+02,3.300000e+02,242.5
irld-19,2.700000e+02,3.300000e+02,300.0
irld-61,4.500000e+02,5.100000e+02,480.0
lgc-37,5.750000e+02,6.500000e+02,612.5
ZC504.1,4.500000e+02,5.100000e+02,480.0
cdk-11.2,212.50000,510.00000,361.25
ZC506.1,155.0000,650.0000,402.5
pssy-1,155.0000,575.0000,365.0
best-22,1.550000e+02,6.500000e+02,402.5
ghi-1,450.0000000,510.0000000,480.0
rad-23,212.50000,575.00000,393.75
ZK20.4,155.00000,212.50000,183.75
nep-1,212.50000,270.00000,241.25
clec-95,1.550000e+02,2.125000e+02,183.75
clec-99,3.300000e+02,3.900000e+02,360.0
ZK131.11,270.00000,575.00000,422.5
ZK218.11,2.700000e+02,3.300000e+02,300.0
ZK228.3,3.300000e+02,5.750000e+02,452.5
ZK228.4,5.100000e+02,5.750000e+02,542.5
ZK262.2,155.000000,575.000000,365.0
kri-1,270.0000000,575.0000000,422.5
ZK265.3,1.550000e+02,2.125000e+02,183.75
sre-23,212.500000,450.000000,331.25
ZK265.6,155.0000,450.0000,302.5
ZK265.7,575.000000,650.000000,612.5
cutl-8,510.000000,575.000000,542.5
ZK287.1,330.00000,575.00000,452.5
sulp-8,390.00000,510.00000,450.0
ZK287.3,450.000000,575.000000,512.5
ZK287.4,575.000000,650.000000,612.5
ztf-9,155.000000,510.000000,332.5
ZK287.7,390.00000,650.00000,520.0
ZK287.9,1.550000e+02,2.125000e+02,183.75
tep-1,330.000000,575.000000,452.5
klu-1,212.5000000,650.0000000,431.25
scl-19,4.500000e+02,5.100000e+02,480.0
ZK455.5,212.5000000,450.0000000,331.25
hizr-1,5.100000e+02,5.750000e+02,542.5
ZK507.3,2.125000e+02,3.300000e+02,271.25
dos-1,1.550000e+02,6.500000e+02,402.5
ZK512.1,330.0000,390.0000,360.0
ZK512.2,330.0000,650.0000,490.0
ZK512.4,155.00000,330.00000,242.5
sec-16,450.00000,510.00000,480.0
ZK512.8,1.550000e+02,6.500000e+02,402.5
ZK512.10,3.900000e+02,4.500000e+02,420.0
ZK512.11,155.00000,212.50000,183.75
ZK524.4,450.00000,575.00000,512.5
ZK550.2,2.125000e+02,4.500000e+02,331.25
ZK550.3,155.00000,390.00000,272.5
ZK550.4,390.00000,575.00000,482.5
ZK550.5,1.550000e+02,2.125000e+02,183.75
ZK550.6,510.000000,650.000000,580.0
pyk-2,155.00000,450.00000,302.5
ZK593.2,450.0000000,510.0000000,480.0
ZK593.3,4.500000e+02,6.500000e+02,550.0
fic-1,575.00000,650.00000,612.5
ZK596.2,1.550000e+02,2.125000e+02,183.75
ZK596.3,1.550000e+02,4.500000e+02,302.5
lips-6,5.100000e+02,5.750000e+02,542.5
ZK632.2,212.50000,330.00000,271.25
riok-3,390.0000,510.0000,450.0
ZK632.4,450.00000,650.00000,550.0
ZK632.5,390.00000,510.00000,450.0
panl-3,155.0000,330.0000,242.5
ZK632.9,575.0000,650.0000,612.5
ZK632.10,390.0000,650.0000,520.0
ZK632.11,510.00000,650.00000,580.0
ZK632.12,212.5000,390.0000,301.25
ZK632.14,450.00000,575.00000,512.5
svop-1,510.000000,650.000000,580.0
ZK637.2,155.00000,650.00000,402.5
lnkn-1,450.0000,650.0000,550.0
ZK637.4,155.00000,510.00000,332.5
asna-1,390.0000,650.0000,520.0
tpk-1,390.00000,650.00000,520.0
trxr-2,155.00000,575.00000,365.0
ZK637.12,1.550000e+02,5.100000e+02,332.5
glb-1,450.00000,575.00000,512.5
ZK637.14,330.0000,650.0000,490.0
arrd-15,270.000000,450.000000,360.0
ZK643.2,212.50000,450.00000,331.25
seb-2,1.550000e+02,6.500000e+02,402.5
ZK643.5,212.5000,575.0000,393.75
ZK643.6,3.900000e+02,4.500000e+02,420.0
ZK643.7,5.100000e+02,5.750000e+02,542.5
ZK662.2,575.0000,650.0000,612.5
ZK662.5,4.500000e+02,5.100000e+02,480.0
ZK666.1,3.900000e+02,5.100000e+02,450.0
ZK666.4,4.500000e+02,5.100000e+02,480.0
clec-61,3.300000e+02,3.900000e+02,360.0
spv-1,390.0000,510.0000,450.0
ZK669.2,212.5000000,650.0000000,431.25
dbt-1,575.0000,650.0000,612.5
ZK669.5,1.550000e+02,4.500000e+02,302.5
ZK673.1,450.0000000,575.0000000,512.5
ZK673.2,390.00000,510.00000,450.0
ZK673.4,270.00000,330.00000,300.0
ZK673.5,575.0000000,650.0000000,612.5
clec-143,4.500000e+02,6.500000e+02,550.0
sdz-37,5.750000e+02,6.500000e+02,612.5
ZK673.11,575.000000,650.000000,612.5
rev-1,155.00000,212.50000,183.75
ZK675.4,1.550000e+02,4.500000e+02,302.5
nhr-255,1.550000e+02,6.500000e+02,402.5
ZK757.1,510.0000000,650.0000000,580.0
ZK757.2,390.00000,575.00000,482.5
dhhc-4,330.00000,650.00000,490.0
ZK792.1,155.00000,510.00000,332.5
ZK792.4,575.000000,650.000000,612.5
ZK792.5,450.0000,650.0000,550.0
ZK792.7,390.0000,450.0000,420.0
atg-4.2,155.0000,390.0000,272.5
impk-1,510.000000,650.000000,580.0
ZK795.2,212.5000000,270.0000000,241.25
ZK795.3,450.0000,650.0000,550.0
snb-7,390.0000000,450.0000000,420.0
ZK809.1,3.900000e+02,4.500000e+02,420.0
ZK809.3,575.0000,650.0000,612.5
ZK809.5,155.00000,510.00000,332.5
ZK809.8,155.013633,509.986367,332.5
ZK822.1,390.0000,510.0000,450.0
ZK822.2,450.0000,575.0000,512.5
ZK822.4,3.300000e+02,5.100000e+02,420.0
ZK822.5,450.00000,575.00000,512.5
ZK829.1,1.550000e+02,6.500000e+02,402.5
ZK829.3,3.900000e+02,5.100000e+02,450.0
gdh-1,575.000,650.000,612.5
ZK829.7,155.00000,450.00000,302.5
ZK829.9,155.0000,330.0000,242.5
ogdh-2,212.5000,390.0000,301.25
ZK836.3,1.550000e+02,4.500000e+02,302.5
gopc-1,5.750000e+02,6.500000e+02,612.5
best-26,450.0000000,510.0000000,480.0
ZK856.4,1.550000e+02,3.300000e+02,242.5
ZK856.5,4.500000e+02,5.100000e+02,480.0
ZK856.6,1.550000e+02,5.750000e+02,365.0
ZK856.7,330.0000,510.0000,420.0
chpf-1,575.0000,650.0000,612.5
rpc-25,212.5000,650.0000,431.25
ZK856.11,330.0000,650.0000,490.0
hpo-40,575.000000,650.000000,612.5
tftc-3,510.00000,575.00000,542.5
gld-4,1.550000e+02,6.500000e+02,402.5
ZK858.2,155.0000000,510.0000000,332.5
clec-91,155.00000,650.00000,402.5
ZK858.5,212.50000,510.00000,361.25
ZK858.6,330.00000,575.00000,452.5
ZK858.7,390.00000,575.00000,482.5
ZK858.8,2.125000e+02,3.300000e+02,271.25
elpc-3,155.0000,390.0000,272.5
usip-1,155.00000,330.00000,242.5
ZK863.8,510.000000,575.000000,542.5
ZK892.5,4.500000e+02,5.750000e+02,512.5
ZK892.6,5.100000e+02,5.750000e+02,542.5
sdz-38,450.00000,575.00000,512.5
ZK896.1,3.900000e+02,4.500000e+02,420.0
ZK896.4,3.900000e+02,4.500000e+02,420.0
ZK896.5,4.500000e+02,5.100000e+02,480.0
clec-187,212.5000000,270.0000000,241.25
clec-186,2.700000e+02,3.300000e+02,300.0
nstp-5,155.00000,450.00000,302.5
ZK899.1,575.000000,650.000000,612.5
ZK899.2,155.00000,212.50000,183.75
ZK899.3,3.300000e+02,5.100000e+02,420.0
ZK899.6,450.000000,650.000000,550.0
ZK899.7,155.0000000,450.0000000,302.5
ZK909.3,575.00000,650.00000,612.5
fbxb-70,390.00000,510.00000,450.0
ZK909.6,155.00000,390.00000,272.5
vps-15,575.0000,650.0000,612.5
ZK930.2,1.550000e+02,2.125000e+02,183.75
vab-23,510.00000,650.00000,580.0
ZK930.4,155.000000,650.000000,402.5
ZK930.6,155.00000,510.00000,332.5
ZK930.7,3.300000e+02,3.900000e+02,360.0
ZK938.1,155.0000000,390.0000000,272.5
arrd-4,155.00000,270.00000,212.5
ZK938.3,5.750000e+02,6.500000e+02,612.5
rnh-1.2,155.000000,330.000000,242.5
lact-2,212.500000,330.000000,271.25
puf-12,390.0000,575.0000,482.5
ZK945.4,450.000000,575.000000,512.5
ZK945.6,4.500000e+02,5.100000e+02,480.0
ZK945.7,450.000000,650.000000,550.0
ZK945.8,4.500000e+02,6.500000e+02,550.0
nep-26,575.000000,650.000000,612.5
clpp-1,155.0000,575.0000,365.0
ZK970.7,1.550000e+02,5.750000e+02,365.0
ZK970.8,1.550000e+02,2.125000e+02,183.75
ZK971.1,5.750000e+02,6.500000e+02,612.5
ZK1010.2,510.00000,575.00000,542.5
frg-1,155.00000,650.00000,402.5
ZK1010.4,212.500000,575.000000,393.75
ZK1010.8,155.000000,575.000000,365.0
ZK1025.3,575.0000000,650.0000000,612.5
srt-22,5.100000e+02,5.750000e+02,542.5
nhr-246,212.500000,650.000000,431.25
ZK1053.3,330.000000,650.000000,490.0
ZK1053.4,155.00000,330.00000,242.5
ZK1053.6,2.125000e+02,3.900000e+02,301.25
mmcm-1,155.00000,650.00000,402.5
ZK1058.3,270.00000,510.00000,390.0
ccdc-47,270.0000,575.0000,422.5
ZK1058.5,330.00000,390.00000,360.0
nit-1,330.000000,575.000000,452.5
ZK1058.9,510.0000,650.0000,580.0
ZK1067.2,155.00000,390.00000,272.5
ZK1067.3,155.00000,650.00000,402.5
ZK1067.4,212.5000000,650.0000000,431.25
ZK1073.1,575.0000,650.0000,612.5
ZK1073.2,450.00000,575.00000,512.5
obr-3,212.50000,450.00000,331.25
ZK1098.1,155.0000,575.0000,365.0
ZK1098.2,390.0000,650.0000,520.0
ZK1098.3,155.00000,650.00000,402.5
eif-2Balpha,155.0000,650.0000,402.5
trpp-3,390.0000,650.0000,520.0
ZK1098.6,155.000000,510.000000,332.5
mrps-23,390.0000,510.0000,450.0
ZK1098.9,5.750000e+02,6.500000e+02,612.5
ZK1098.11,212.50000,390.00000,301.25
ZK1128.1,155.0000,575.0000,365.0
mett-10,212.50000,330.00000,271.25
ZK1128.3,212.5000000,575.0000000,393.75
ZK1128.4,575.00000,650.00000,612.5
ttll-4,450.0000,650.0000,550.0
ZK1128.7,450.000000,510.000000,480.0
vps-29,155.00000,330.00000,242.5
ZK1225.1,510.000000,575.000000,542.5
ZK1251.3,450.0000000,575.0000000,512.5
sdz-36,155.0000000,575.0000000,365.0
dcaf-1,575.0000,650.0000,612.5
ZK1307.1,155.00000,510.00000,332.5
ZK1307.2,510.0000000,575.0000000,542.5
ZK1307.3,3.300000e+02,3.900000e+02,360.0
ZK1307.4,1.550000e+02,5.750000e+02,365.0
ZK1307.7,5.750000e+02,6.500000e+02,612.5
ZK1307.8,330.0000,650.0000,490.0
ZK1307.9,575.0000,650.0000,612.5
gstk-1,450.000000,510.000000,480.0
ZK1320.2,1.550000e+02,5.750000e+02,365.0
ZK1320.3,1.550000e+02,4.500000e+02,302.5
cyp-13A10,390.000000,575.000000,482.5
ZK1320.5,5.100000e+02,5.750000e+02,542.5
