gene_short_name,gene_id,cell_group,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value
hsp-25,WBGene00002023,BWM_far_posterior,0.123839147051647,0.610208561612439,0.380952380952381,0.325077761010572,0.0125556270671973,6.16141294429109e-05,0.314848201453275
mlc-1,WBGene00003369,BWM_far_posterior,0.177384196862202,1.60468219445986,0.555555555555556,0.319291554351964,0.0150072154121141,1.18076344263085e-05,0.0603370119184366
gei-15,WBGene00001572,BWM_far_posterior,0.13834454955842,0.69183834726643,0.433862433862434,0.318867315445627,0.0166027020132021,4.05206052769143e-06,0.0207060292965032
cpna-1,WBGene00006495,BWM_head_row_1,0.0657225211309498,0.260081713358824,0.207017543859649,0.317473195293571,0.0192657941799703,3.59099869593188e-11,1.83500033362119e-07
sgca-1,WBGene00019227,BWM_head_row_1,0.0620630453007461,0.268321045529012,0.196491228070175,0.315856569834154,0.0087527431908294,8.36755842250121e-06,0.0427582235389812
lect-2,WBGene00019407,BWM_far_posterior,0.125274445860096,0.559455244811129,0.407407407407407,0.3074918216566,0.0158572861075472,6.6754233862313e-06,0.0341114135036419
eat-6,WBGene00001137,BWM_head_row_1,0.0699844702954897,0.303782683247128,0.229824561403509,0.304512580675032,0.0213082379375247,3.305043181377e-12,1.68887706568365e-08
pfn-3,WBGene00003991,BWM_far_posterior,0.109330103527195,0.532378553487429,0.365079365079365,0.299469414009272,0.0129646028839377,4.67308819021808e-05,0.238794806520144
tni-1,WBGene00006584,BWM_far_posterior,0.258680292010504,2.9608971512894,0.873015873015873,0.29630651630294,0.045464759525278,2.1076162844255305e-14,1.07699192134144e-10
rsbp-1,WBGene00011531,BWM_far_posterior,0.0751137755723482,0.298479412128994,0.253968253968254,0.295760491316121,0.0089335573141113,0.0007285060055298,1.0
unc-112,WBGene00006836,BWM_far_posterior,0.278399214650496,3.79465340490209,0.941798941798942,0.295603660499684,0.0571470314013448,9.67074309744432e-18,4.94174972279405e-14
unc-70,WBGene00006803,BWM_head_row_1,0.105358385162604,0.506554778288985,0.357894736842105,0.294383723248452,0.0152002079650166,4.1812806948079e-09,2.13663443504684e-05
myo-3,WBGene00003515,BWM_posterior,0.167619590653464,1.04860670608595,0.570588235294118,0.293766292897823,0.0318352741963608,2.3406593396142002e-22,1.19607692254286e-18
pat-6,WBGene00003932,BWM_far_posterior,0.173894340900321,0.954951293933301,0.592592592592593,0.293446700269292,0.0192381661209531,6.97566315963104e-07,0.0035645638745714
har-1,WBGene00007630,BWM_head_row_1,0.0874897098421272,0.407056934317755,0.3,0.291632366140424,0.0104964155847077,1.05867862358855e-06,0.0054098477665374
lir-1,WBGene00003044,BWM_head_row_2,0.0516799435761399,0.252042136694623,0.179411764705882,0.288052144522747,0.002580741867292,0.0123695837875111,1.0
unc-27,WBGene00006764,BWM_posterior,0.130734790429717,0.611810930253655,0.455147058823529,0.287236373157376,0.021729963853856,1.05378840014683e-15,5.38485872475029e-12
atf-2,WBGene00000220,BWM_anterior,0.0920629430137802,0.432830914503906,0.321875,0.28602079382922,0.0233678728839878,1.32068592874148e-16,6.74870509586897e-13
flh-2,WBGene00016138,BWM_head_row_2,0.0557981670178955,0.273348777692895,0.195588235294118,0.285283861444879,0.007839159524905,1.28266682006864e-05,0.0655442745055076
hmg-1.1,WBGene00001971,BWM_far_posterior,0.254564708740489,5.17601992136603,0.894179894179894,0.284690709774866,0.0238816334574905,3.19211666711856e-08,0.0001631171616897
bkip-1,WBGene00014569,BWM_head_row_1,0.13223998826232,0.683757942134379,0.468421052631579,0.282310087301583,0.0174936460993814,2.85112866096573e-10,1.45692674575349e-06
daf-16,WBGene00000912,BWM_head_row_1,0.0692888408387956,0.319755699829964,0.245614035087719,0.282104566272239,0.0102548210988801,1.40883643498754e-06,0.0071991541827863
unc-45,WBGene00006781,BWM_head_row_2,0.0592161493815377,0.300221229459606,0.210294117647059,0.281587283772347,0.0035070727865078,0.003540982535139,1.0
deb-1,WBGene00000942,BWM_anterior,0.0574751064942464,0.277726765781399,0.2046875,0.280794413407005,0.0080093459708437,1.37005796906099e-06,0.0070009962219016
anmt-1,WBGene00015124,BWM_head_row_1,0.0595818575273077,0.262169430119447,0.212280701754386,0.28067486603773,0.0080277140496396,1.98473563686918e-05,0.101419991044015
Y43F8B.2,WBGene00012813,BWM_anterior,0.107037085006159,0.800014758024312,0.38359375,0.279037614680006,0.0153542940937621,2.15156439121432e-11,1.09944940391052e-07
unc-54,WBGene00006789,BWM_far_posterior,0.123879311955505,0.637362018928769,0.444444444444444,0.278728451899887,0.0110099454057487,0.0001758676833203,0.898683861766944
Y71H2AM.15,WBGene00022180,BWM_posterior,0.0889882844823731,0.388694296743885,0.319852941176471,0.278216245737994,0.0071523725479289,4.44803892292046e-06,0.0227294788961236
F22B5.10,WBGene00009045,BWM_head_row_1,0.149656438672969,0.815482304348674,0.540350877192982,0.276961591050625,0.0209600043269652,4.96319425982786e-12,2.53619226677204e-08
hbl-1,WBGene00001824,BWM_far_posterior,0.0789610984942359,0.42432733650018,0.285714285714286,0.276363844729826,0.0044119218796679,0.0176209198188016,1.0
die-1,WBGene00000995,BWM_head_row_1,0.0718161404716816,0.329439382746085,0.26140350877193,0.274732886368178,0.0068067725574624,8.5618337901901e-05,0.437509706678714
mlc-2,WBGene00003370,BWM_far_posterior,0.174829932392186,1.47243348157192,0.64021164021164,0.273081464645646,0.0088362649792073,0.0007790117479429,1.0
dys-1,WBGene00001131,BWM_head_row_2,0.0765445711980164,0.404126887752371,0.280882352941176,0.272514703741629,0.0016563295595914,0.0451043772288598,1.0
gop-3,WBGene00001662,BWM_head_row_1,0.0840595419611913,0.382934160806006,0.308771929824561,0.272238289306131,0.0078655303346768,2.40871964594639e-05,0.12308557390786
hsp-12.1,WBGene00011906,BWM_head_row_1,0.173324977713411,1.44832520599187,0.643859649122807,0.269196831870965,0.0204821558246927,8.671753686809539e-12,4.43126613395967e-08
F37B4.10,WBGene00018140,BWM_head_row_1,0.0670128507599615,0.309461517413423,0.249122807017544,0.268995246008296,0.0057709088758523,0.0002987729035765,1.0
sgcb-1,WBGene00019277,BWM_far_posterior,0.175032172112482,1.20733439763547,0.656084656084656,0.266782907494025,0.0108215414583818,0.0001999464602817,1.0
lpd-2,WBGene00003059,BWM_head_row_2,0.0587896399855414,0.323147369325518,0.220588235294118,0.266513034601121,0.0003700896857308,0.343666048912664,1.0
ech-6,WBGene00001155,BWM_far_posterior,0.0647785398373566,0.284841006510793,0.243386243386243,0.266155304983922,0.00373528625646,0.0289771743177722,1.0
W02D7.6,WBGene00020942,BWM_head_row_1,0.109727876599176,0.564554026599882,0.412280701754386,0.26614846664481,0.0081662447390283,1.68242324917016e-05,0.085971828032595
unc-60,WBGene00006794,BWM_head_row_2,0.19900070034331,1.89930117106806,0.75,0.265334267124414,0.0132529489821261,1.36629015527689e-08,6.98174269346491e-05
Y111B2A.10,WBGene00013734,BWM_head_row_1,0.0594967847846213,0.272841151420596,0.224561403508772,0.264946619744017,0.0030904600045166,0.0081582356774973,1.0
attf-2,WBGene00017317,BWM_far_posterior,0.144342016265223,0.855457993096921,0.544973544973545,0.264860592952691,0.0067657839390661,0.0032846255735573,1.0
ztf-7,WBGene00009772,BWM_head_row_1,0.095908125579833,0.503419833714728,0.363157894736842,0.264094838553163,0.0059843768984276,0.0002307324343569,1.0
dnj-11,WBGene00001029,BWM_head_row_2,0.057450912980123,0.29106395152928,0.217647058823529,0.263963654232998,0.0016957233921196,0.0426236505414334,1.0
hmg-11,WBGene00001976,BWM_far_posterior,0.139622196710913,0.89177438008462,0.529100529100529,0.263885951783625,0.0055429593517658,0.0077997256356408,1.0
F57A8.1,WBGene00010177,BWM_head_row_1,0.0740099378213424,0.39166886912581,0.280701754385965,0.263660403488532,0.0052292818119178,0.0005769702436242,1.0
syd-9,WBGene00044068,BWM_head_row_2,0.23961883353484,4.14662669369934,0.910294117647059,0.26323232116913,0.0311179279837094,2.70453384403722e-18,1.38201679430302e-14
F22D6.2,WBGene00009050,BWM_far_posterior,0.0877164056733904,0.428252500882764,0.333333333333333,0.263149217020171,0.0051540116947427,0.0103028580001242,1.0
T20F10.2,WBGene00011864,BWM_head_row_1,0.197506288220895,1.46248335902961,0.752631578947368,0.262420942391399,0.0154877184037005,2.98510315272839e-09,1.52538771104421e-05
unc-82,WBGene00006814,BWM_posterior,0.135959259985561,0.806348045083901,0.519117647058824,0.261904523484934,0.020987397448838,3.2443623086566205e-15,1.6578691397235297e-11
unc-98,WBGene00006827,BWM_far_posterior,0.206316883182877,2.08527764986598,0.788359788359788,0.261703965916535,0.0105140802528012,0.0002465841174152,1.0
B0238.11,WBGene00015075,BWM_anterior,0.0763999589379546,0.324042190510249,0.2921875,0.261475795295673,0.0078045839398269,1.86983840633861e-06,0.0095548742563902
lin-40,WBGene00003025,BWM_far_posterior,0.125799885444118,0.67400168692106,0.481481481481481,0.261276685153169,0.0069375104050381,0.0029119984870995,1.0
lin-28,WBGene00003014,BWM_posterior,0.121927696759994,0.597186810494035,0.466911764705882,0.261136484399356,0.0156153355934957,1.11040376872969e-11,5.67416325820874e-08
somi-1,WBGene00010868,BWM_head_row_2,0.125782570867044,0.946269432255568,0.482352941176471,0.260768744480457,0.0032683317474778,0.0048734278253601,1.0
unc-120,WBGene00006844,BWM_head_row_1,0.202878756392504,2.01889169532189,0.778947368421053,0.260452457530917,0.0124584985377585,1.04641031329094e-07,0.0005347156700916
hmg-1.2,WBGene00001972,BWM_far_posterior,0.24249155456605,4.46310370175917,0.931216931216931,0.260402862573769,0.0126584124563359,5.74759557994432e-05,0.293702134135155
nhr-47,WBGene00003637,BWM_head_row_2,0.0842250655811251,0.475973681853752,0.325,0.259154047941923,0.005409087866017,0.000291290005744,1.0
ketn-1,WBGene00004130,BWM_posterior,0.064215532014074,0.29763248396338,0.248529411764706,0.25838202230515,0.0061831108029914,1.98790807867187e-05,0.101582102820133
ldb-1,WBGene00002261,BWM_far_posterior,0.110344823339478,0.568765653798804,0.428571428571429,0.257471254458783,0.004767617772121,0.0136105661703771,1.0
hlh-1,WBGene00001948,BWM_posterior,0.162195876157964,1.05755369820745,0.630882352941176,0.257093696474163,0.0197817096794183,2.01415016967316e-14,1.02923073670298e-10
mlp-1,WBGene00003375,BWM_head_row_2,0.180288983387993,1.97196283833667,0.701470588235294,0.257015741517474,0.0047810430819873,0.0006597249325701,1.0
hip-1,WBGene00011735,BWM_far_posterior,0.069347459530958,0.320118325667097,0.26984126984127,0.25699352649708,0.0019909937465772,0.11090508843046,1.0
smu-2,WBGene00004896,BWM_far_posterior,0.111467703790167,0.549297380438921,0.433862433862434,0.256919463613922,0.0058203894145923,0.0064020024628266,1.0
mdt-29,WBGene00007025,BWM_far_posterior,0.0705726732310713,0.336525520631037,0.275132275132275,0.256504523859086,0.0024717734737264,0.0756866011009353,1.0
jph-1,WBGene00002179,BWM_far_posterior,0.0757990642680526,0.357408413491098,0.296296296296296,0.255821841904678,0.0038789985306471,0.026052021680757,1.0
duxl-1,WBGene00022554,BWM_far_posterior,0.0757782843858835,0.353393945922662,0.296296296296296,0.255751709802357,0.0057010881077232,0.0069687063860426,1.0
emb-9,WBGene00001263,BWM_anterior,0.234041789482709,3.51970370277346,0.91640625,0.255390870023757,0.0181896456035795,3.07482665482195e-13,1.57123642061402e-09
xbp-1,WBGene00006959,BWM_far_posterior,0.197029486600656,1.93623109435272,0.772486772486772,0.255058718955643,0.0096836979824605,0.0004351114693197,1.0
unc-97,WBGene00006826,BWM_far_posterior,0.173821401503949,1.16847786796268,0.682539682539683,0.254668564994157,0.0086922577360314,0.0008603369862731,1.0
hmg-5,WBGene00001975,BWM_far_posterior,0.0710381955466729,0.313780445906054,0.28042328042328,0.25332488600606,0.0028702697429433,0.0555974525522448,1.0
lsy-2,WBGene00003087,BWM_far_posterior,0.0763545173660087,0.378099804207245,0.301587301587302,0.25317550495045,0.00125916680695,0.204914184588162,1.0
Y66H1A.4,WBGene00022046,BWM_head_row_1,0.103892717927487,0.585596462776288,0.414035087719298,0.250927327197744,0.0016823379897274,0.0510023183352714,1.0
Y56A3A.18,WBGene00013236,BWM_posterior,0.160813522417893,1.03104617998176,0.642647058823529,0.250236144723494,0.0159187967936427,7.009346340400669e-12,3.58177597994474e-08
uaf-2,WBGene00006698,BWM_head_row_1,0.0599259595948973,0.310247296140885,0.240350877192982,0.24932698517585,0.0009355397526764,0.145644948921176,1.0
let-60,WBGene00002335,BWM_posterior,0.0749485100380537,0.331833192290122,0.301470588235294,0.248609691833544,0.0082984942844916,7.64037769643576e-07,0.0039042330028786
unc-15,WBGene00006754,BWM_far_posterior,0.153153259653575,1.621626435169,0.619047619047619,0.247401419440391,0.0011840267977834,0.218973689023436,1.0
pat-10,WBGene00003934,BWM_head_row_2,0.243607088111757,57.6762641052357,0.985294117647059,0.247243014799992,0.0199976492796287,2.92553062242412e-12,1.49494614805872e-08
mom-4,WBGene00003396,BWM_head_row_2,0.0675427379992908,0.372859128599066,0.273529411764706,0.246930439997407,2.25914077795843e-05,0.81502457673562,1.0
cpd-2,WBGene00012073,BWM_head_row_2,0.0708041045075309,0.49470643063182,0.286764705882353,0.246906620846774,0.0001035160824688,0.616516473736088,1.0
cey-1,WBGene00000472,BWM_head_row_2,0.231619215379473,4.70032649157691,0.939705882352941,0.246480542187859,0.0123305777214616,4.35855794536503e-08,0.0002227223110081
fat-3,WBGene00001395,BWM_anterior,0.0560197030653791,0.290227464448265,0.22734375,0.246409690459399,0.0005732640212782,0.196949424116929,1.0
unc-95,WBGene00006824,BWM_posterior,0.11041862129736,0.583760353226558,0.448529411764706,0.246179221253131,0.0058216108367145,3.48243332901662e-05,0.177952343112749
upb-1,WBGene00017440,BWM_head_row_2,0.153814861891627,1.32183842901326,0.625,0.246103779026602,0.0007824994553669,0.168505748950823,1.0
set-18,WBGene00044070,BWM_head_row_2,0.193799481992427,2.61918098373774,0.788235294117647,0.245865014468005,0.0040052033397147,0.001827812176563,1.0
ces-2,WBGene00000469,BWM_far_posterior,0.206633614312904,3.14566541858645,0.841269841269841,0.245621088711565,0.0023552153692788,0.0829396111357007,1.0
M03D4.4,WBGene00019751,BWM_anterior,0.173859467289508,1.37900610761598,0.71015625,0.244818611804808,0.0088487926101465,3.83753226714809e-07,0.0019609789885126
tln-1,WBGene00006771,BWM_head_row_1,0.14765666047536,0.979133092763922,0.603508771929825,0.244663652531847,0.0049510650246935,0.000810261422724,1.0
atg-4.1,WBGene00013595,BWM_far_posterior,0.0943960086245889,0.484473424087555,0.386243386243386,0.244395145617086,0.0026183797562353,0.0675164148196976,1.0
pbrm-1,WBGene00007042,BWM_far_posterior,0.0836436760923246,0.45980470918272,0.343915343915344,0.243210073560759,0.0006401569019627,0.366083802611839,1.0
ceh-20,WBGene00000443,BWM_far_posterior,0.11433284528653,0.645397261956829,0.470899470899471,0.242796716394991,0.0030878248567167,0.047096629060961,1.0
lit-1,WBGene00003048,BWM_anterior,0.117601101039641,0.730526803722459,0.4859375,0.242008696673216,0.0079412269150097,1.51935683038956e-06,0.0077639134032906
rbm-22,WBGene00011722,BWM_head_row_1,0.0595422779965208,0.295628047656299,0.247368421052632,0.240702825943382,0.0010030448045731,0.131891548722386,1.0
smo-1,WBGene00004888,BWM_anterior,0.0755568737013548,0.36059570852965,0.31484375,0.239982129870308,0.0035586531156157,0.0012976178462296,1.0
plp-1,WBGene00004046,BWM_head_row_1,0.148503297068057,1.04521038091022,0.619298245614035,0.239792859288364,0.0050192149786415,0.0007455149118322,1.0
unc-89,WBGene00006820,BWM_head_row_2,0.060573664582456,0.380112098754629,0.252941176470588,0.239477278581803,0.0001353373741392,0.566902759873025,1.0
act-4,WBGene00000066,BWM_head_row_2,0.238709423343063,28.0439099261563,0.997058823529412,0.239413580934046,0.0168327507228618,1.53354917167047e-10,7.83643626723609e-07
pkn-1,WBGene00009793,BWM_posterior,0.0569872134436152,0.254427768507334,0.238235294117647,0.239205587294187,0.0031023444327975,0.0025254970341389,1.0
smu-1,WBGene00004895,BWM_far_posterior,0.089771024822894,0.433614251015768,0.375661375661376,0.238967939317281,0.0016316329661617,0.148998280005237,1.0
dhhc-9,WBGene00016620,BWM_head_row_2,0.0651654252522472,0.379132266987622,0.273529411764706,0.238239189094237,7.41664477767017e-05,0.671643596638333,1.0
pat-4,WBGene00003931,BWM_head_row_2,0.0843540256858525,0.556345872229378,0.354411764705882,0.238011358781658,2.27911937604501e-05,0.814223338887856,1.0
nurf-1,WBGene00009180,BWM_far_posterior,0.18636062102358,2.93754712503716,0.783068783068783,0.237987549820653,0.0011286797212408,0.230068697913993,1.0
pfd-2,WBGene00019220,BWM_head_row_1,0.0992414461769883,0.538985573110878,0.417543859649123,0.237679093785224,0.0012943323627094,0.0869701679130537,1.0
tns-1,WBGene00006508,BWM_anterior,0.155951776551728,1.69654187769454,0.6578125,0.23707633490049,0.0015585282566241,0.0333482782894405,1.0
pat-3,WBGene00003930,BWM_posterior,0.178265971811601,1.57071302658258,0.755147058823529,0.236067888669695,0.0067740817028118,7.97143059001067e-06,0.0407340103149545
ztf-3,WBGene00016905,BWM_head_row_2,0.045116989099642,0.249370861127481,0.191176470588235,0.235996558367358,1.78105401388817e-05,0.83544406828987,1.0
ccar-1,WBGene00003085,BWM_far_posterior,0.106040506538108,0.594344857655915,0.44973544973545,0.235784185125911,0.0017524871447917,0.134762524652166,1.0
cey-4,WBGene00000475,BWM_head_row_1,0.107275347490235,0.66460423089693,0.456140350877193,0.235180569497823,0.0010714208725018,0.119421367851873,1.0
mlc-3,WBGene00003371,BWM_posterior,0.223697353696644,9.55121772692668,0.951470588235294,0.235106955971743,0.0281180540458884,6.59297418638686e-20,3.36900980924368e-16
nfyc-1,WBGene00017742,BWM_head_row_2,0.0686875637916502,0.401842311388988,0.292647058823529,0.2347112732579,6.76829123277474e-05,0.685520735849422,1.0
myrf-2,WBGene00008999,BWM_anterior,0.0928940586202531,0.525128200442966,0.39921875,0.232689618461691,0.0013456570635919,0.048025787042998,1.0
F13C5.2,WBGene00017423,BWM_far_posterior,0.0898502229681218,0.583172160507413,0.386243386243386,0.232625919739384,3.40566829968704e-06,0.947440615137122,1.0
pat-9,WBGene00003933,BWM_head_row_2,0.151088930430559,1.38268585477528,0.65,0.232444508354707,4.10380343766457e-06,0.920574032354091,1.0
repo-1,WBGene00008683,BWM_far_posterior,0.0774315628985244,0.424372836417374,0.333333333333333,0.232294688695573,0.0001667946953881,0.644555416727573,1.0
flh-1,WBGene00012435,BWM_far_posterior,0.0672408128678924,0.376790079393094,0.291005291005291,0.231063884218758,5.84674396464348e-05,0.784747003927113,1.0
pat-2,WBGene00003929,BWM_posterior,0.170260730802863,1.58470998341375,0.738235294117647,0.230632065629376,0.0039808724107692,0.0006220075046197,1.0
unc-94,WBGene00006823,BWM_head_row_1,0.142175976656462,1.07838712991449,0.617543859649123,0.230228144017566,0.0009883770776671,0.134751508592855,1.0
hel-1,WBGene00001840,BWM_far_posterior,0.112425072303548,0.748498696191421,0.492063492063492,0.228476759842694,0.0004682780423912,0.439510071439521,1.0
C16A3.4,WBGene00015809,BWM_posterior,0.0634698338167969,0.31540134004069,0.280147058823529,0.226558986852608,0.0010493960393028,0.0790986134532998,1.0
