gene_id,gene_short_name,cell_group,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value
WBGene00000812,csk-1,BWM_head_row_1,0.126930781718459,0.269841809000344,0.301587301587302,0.420875749908575,0.086365146158644,2.96346071796818e-38,1.51432842688174e-34
WBGene00014033,arrd-15,BWM_head_row_1,0.287256682224362,1.28696275150832,0.716269841269841,0.401045340279996,0.20834590164625,3.99941006953279e-93,2.04369854553126e-89
WBGene00019407,lect-2,BWM_far_posterior,0.313455707493678,2.05766701733879,0.803921568627451,0.389908319077502,0.107799205989671,2.2285198646833398e-26,1.13877365085319e-22
WBGene00006796,unc-62,BWM_posterior,0.272571431433341,1.52616597359001,0.705175600739372,0.386529867379914,0.109187934733149,3.47050019247443e-60,1.77342559835443e-56
WBGene00007984,irx-1,BWM_head_row_2,0.0676104193417929,0.234069676268073,0.176706827309237,0.382613509456964,0.0167699853321212,1.83174290354932e-08,9.36020623713702e-05
WBGene00006543,tbx-2,BWM_far_posterior,0.166375388682194,1.21672490274715,0.444444444444444,0.374344624534937,0.0348072630653527,1.93107233265205e-09,9.867779619852e-06
WBGene00020195,T03G6.3,BWM_head_row_1,0.217864375783812,0.928402184477769,0.593253968253968,0.367236272224219,0.108075431309842,9.86155704877865e-48,5.03925565192589e-44
WBGene00001957,hlh-13,BWM_posterior,0.105148708461653,0.3933813660324,0.290203327171904,0.362327715144931,0.0274899627862433,6.16730356718311e-16,3.1514921228305698e-12
WBGene00016539,madd-2,BWM_head_row_1,0.0793220482846816,0.219789406250103,0.224206349206349,0.353790374650261,0.0577953630330266,6.016722164507219e-26,3.0745450260631897e-22
WBGene00003602,nhr-3,BWM_far_posterior,0.0530433586595623,0.178217999904483,0.150326797385621,0.352853646735349,0.0095296620220484,0.0017184095408638,1.0
WBGene00021558,Y45G5AM.6,BWM_posterior,0.100127205177585,0.344771372974639,0.288354898336414,0.347236012827393,0.0353974147720732,3.97181792904945e-20,2.02959896174427e-16
WBGene00014033,arrd-15,BWM_head_row_2,0.208383848287525,1.0498402659788,0.608433734939759,0.342492265502269,0.107987806756327,1.78551553401626e-47,9.12398437882311e-44
WBGene00006893,spon-1,BWM_far_posterior,0.247439501932961,1.6299507623815,0.725490196078431,0.341065259421109,0.0515499787764793,2.55850552217028e-13,1.30739632182901e-09
WBGene00021043,pck-1,BWM_head_row_2,0.23397765137368,2.09214985291408,0.686746987951807,0.340704299368692,0.0695840811591017,7.253883479901581e-31,3.70673445822971e-27
WBGene00004046,plp-1,BWM_head_row_1,0.220035702645161,0.990733806536697,0.656746031746032,0.335039257199882,0.066461895242507,1.15950787215322e-29,5.92508522670297e-26
WBGene00044068,syd-9,BWM_far_posterior,0.109454023075548,0.528409357422351,0.326797385620915,0.334929310611176,0.0167291326105905,3.23737082247722e-05,0.165429649028586
WBGene00019727,zig-12,BWM_far_posterior,0.205156485813426,1.41894581240391,0.627450980392157,0.326968149265148,0.0355955037276256,1.2673866498897e-09,6.47634578093635e-06
WBGene00006874,vab-8,BWM_far_posterior,0.273020353186784,3.17744353447445,0.836601307189543,0.326344640918578,0.0555330055001468,3.0641016182405804e-14,1.56575592692094e-10
WBGene00011474,aldo-1,BWM_head_row_2,0.15431892602223,0.745435402468348,0.475903614457831,0.32426508505937,0.0405319784391031,1.6555414404799499e-18,8.45981676085254e-15
WBGene00007042,pbrm-1,BWM_far_posterior,0.0643703431308489,0.225115453498505,0.202614379084967,0.317698790290964,0.0112637910767864,0.000652454931175,1.0
WBGene00006796,unc-62,BWM_anterior,0.206760812551237,1.17871900450917,0.652550529355149,0.316850271741497,0.0313439564302554,7.51035051786396e-18,3.83778911462848e-14
WBGene00006788,unc-53,BWM_posterior,0.069822633841505,0.228205241288423,0.220887245841035,0.316100794211332,0.0163240184538838,5.024006615909681e-10,2.56726738072984e-06
WBGene00000220,atf-2,BWM_posterior,0.11076472379527,0.570406506167321,0.352125693160813,0.314560186736174,0.0266820294803741,1.65115350452926e-15,8.43739440814452e-12
WBGene00001662,gop-3,BWM_head_row_1,0.120560785667108,0.375614632164885,0.384920634920635,0.313209463794961,0.0346610506778827,4.29281231843641e-16,2.193627094721e-12
WBGene00001957,hlh-13,BWM_anterior,0.0852390479917706,0.324900502357314,0.272377285851781,0.31294477336908,0.011838189531031,1.35808387733513e-07,0.0006939808613182
WBGene00007630,har-1,BWM_head_row_1,0.151679526871689,0.544253454027647,0.496031746031746,0.305785926173326,0.0408217845953028,1.0377196843604e-18,5.302747587081641e-15
WBGene00001971,hmg-1.1,BWM_far_posterior,0.200711897976541,1.57306274885361,0.660130718954248,0.30404871673674,0.0236421147075573,7.67579639275328e-07,0.0039223319566969
WBGene00016905,ztf-3,BWM_far_posterior,0.0551023070042001,0.190993217460989,0.183006535947712,0.301094748987236,0.0065915639405395,0.009141204474328,1.0
WBGene00006495,cpna-1,BWM_head_row_1,0.157490524969571,0.637491592031634,0.523809523809524,0.300663729487363,0.0341186792365134,7.293532334193001e-16,3.72699502277262e-12
WBGene00001116,dyc-1,BWM_head_row_2,0.0649597776725011,0.250791390093583,0.216867469879518,0.299536752600977,0.0026729691105246,0.0249599790056542,1.0
WBGene00017060,D2063.1,BWM_head_row_1,0.250994123545789,3.40839013239392,0.839285714285714,0.299056828054557,0.0819709496183878,2.3794077847614497e-36,1.2158773780131001e-32
WBGene00002261,ldb-1,BWM_far_posterior,0.0820673404488743,0.366116869028283,0.274509803921569,0.298959597349471,0.0050978852735096,0.0218962718258394,1.0
WBGene00006803,unc-70,BWM_head_row_1,0.12371026421097,0.413873167012548,0.41468253968254,0.298325230441764,0.0315086232884812,9.342331253300251e-15,4.77393127043643e-11
WBGene00003045,lir-2,BWM_far_posterior,0.0565201432046545,0.211323823476621,0.189542483660131,0.298192479665936,0.0055743700302349,0.016530792755844,1.0
WBGene00044508,nsy-7,BWM_far_posterior,0.0506216221627483,0.191383047909982,0.169934640522876,0.297888776573096,0.0044890621185198,0.0314891202294624,1.0
WBGene00018349,F42C5.9,BWM_head_row_1,0.15441775384394,0.583842319655421,0.521825396825397,0.295918433221847,0.042003214244844,3.26439759933464e-19,1.66810717326e-15
WBGene00021043,pck-1,BWM_head_row_1,0.199600669210913,1.70555861865799,0.68452380952381,0.291590542847246,0.0462445180774522,5.1176978748301e-21,2.61514361403818e-17
WBGene00009304,eva-1,BWM_posterior,0.0601274708182285,0.242602713755858,0.207024029574861,0.290437158148764,0.0376295886214415,2.59202355862634e-21,1.3245240384580601e-17
WBGene00009337,uig-1,BWM_head_row_2,0.105211822028302,0.523317707166092,0.365461847389558,0.287887293242276,0.0203814199738389,5.40682257403357e-10,2.76288633533115e-06
WBGene00017597,F19C7.8,BWM_head_row_2,0.186066079624351,1.84304205055254,0.646586345381526,0.287766793953188,0.0337377320514697,1.2326209922522901e-15,6.29869327040922e-12
WBGene00006764,unc-27,BWM_head_row_2,0.164965357457423,0.996786051314017,0.57429718875502,0.28724737067761,0.0123351329776627,1.41404132687614e-06,0.007225751180337
WBGene00003375,mlp-1,BWM_far_posterior,0.241134540074157,2.68120938949869,0.843137254901961,0.285996780087954,0.0182503878501338,1.41533405734039e-05,0.0723235703300938
WBGene00001572,gei-15,BWM_far_posterior,0.124221723696588,0.634728011398132,0.437908496732026,0.283670503366834,0.0086184579440446,0.0028715722351259,1.0
WBGene00017440,upb-1,BWM_head_row_1,0.100013824537992,0.396051525626418,0.353174603174603,0.283185211051393,0.0110311577306624,4.86030233613333e-06,0.0248361449376413
WBGene00000063,act-1,BWM_far_posterior,0.155368487817381,1.42884702597121,0.549019607843137,0.282992602810229,0.0071936910022833,0.0064630379861378,1.0
WBGene00001131,dys-1,BWM_far_posterior,0.179375064745794,1.17938841716559,0.633986928104575,0.282931803155737,0.0155162650549184,6.27520370509967e-05,0.320662909330593
WBGene00002004,hsf-1,BWM_far_posterior,0.147780578811762,0.922069257456534,0.529411764705882,0.279141093311106,0.0058171365882668,0.0143386286421504,1.0
WBGene00003085,ccar-1,BWM_head_row_1,0.0816110716085315,0.310689311861091,0.293650793650794,0.277918784396621,0.0098286692087581,1.60568286928163e-05,0.0820503946202911
WBGene00006819,unc-87,BWM_head_row_2,0.131232949541684,0.664158214566964,0.473895582329317,0.276923766405756,0.0058090908571318,0.0009440755024377,1.0
WBGene00006819,unc-87,BWM_anterior,0.140194805406315,0.662496691428728,0.507218479307026,0.276399246332374,0.0216635512613839,9.14343855256473e-13,4.6722971003605804e-09
WBGene00001116,dyc-1,BWM_anterior,0.0698967045034383,0.225266617637982,0.253128007699711,0.276131847829172,0.0115407801754788,1.95126483912939e-07,0.0009970963327951
WBGene00006844,unc-120,BWM_posterior,0.14475652859876,1.00034630053206,0.527726432532348,0.274302213561924,0.0210820095188515,1.5180263307587299e-12,7.757114550177121e-09
WBGene00003991,pfn-3,BWM_far_posterior,0.149926538150982,0.98918693626734,0.549019607843137,0.273080480203574,0.0047819063387849,0.0264232365260734,1.0
WBGene00011474,aldo-1,BWM_head_row_1,0.12235966754284,0.593909956030259,0.448412698412698,0.272872886909696,0.0209625217138472,2.7920498945413403e-10,1.42673749611062e-06
WBGene00001132,alp-1,BWM_head_row_2,0.0763913659344345,0.346082312380585,0.281124497991968,0.27173500168106,0.0030128991563787,0.017292215595276,1.0
WBGene00001137,eat-6,BWM_head_row_1,0.199605718080923,1.29979255399804,0.736111111111111,0.271162484940122,0.0248734761932002,6.10055513341684e-12,3.11738367317601e-08
WBGene00017060,D2063.1,BWM_far_posterior,0.192997985434523,2.99145751011885,0.712418300653595,0.270905429096165,0.0123193961839942,0.0003634854422939,1.0
WBGene00006844,unc-120,BWM_far_posterior,0.139523517115817,0.980698669661997,0.516339869281046,0.270216431882533,0.0046233579903261,0.0290509261586885,1.0
WBGene00011270,R31.2,BWM_head_row_2,0.0867368084119119,0.384166612476925,0.321285140562249,0.269968316182076,0.005842153740111,0.000912845088211,1.0
WBGene00016620,dhhc-9,BWM_far_posterior,0.0595959101198493,0.266338174040703,0.222222222222222,0.268181595539322,0.0015183380901238,0.211086856236205,1.0
WBGene00017423,F13C5.2,BWM_far_posterior,0.0928457537038621,0.462596979006133,0.34640522875817,0.26802642106964,0.0034025675004455,0.0611529665675683,1.0
WBGene00006754,unc-15,BWM_far_posterior,0.253743687660729,7.96417021581053,0.947712418300654,0.267743339393735,0.0147224669074102,9.68892563965122e-05,0.495104100186178
WBGene00001972,hmg-1.2,BWM_far_posterior,0.132616103190509,0.988796732310239,0.496732026143791,0.266977155107208,0.0011561132231131,0.275172124824488,1.0
WBGene00006827,unc-98,BWM_head_row_1,0.230311478222127,2.54878236832172,0.865079365079365,0.266231617027413,0.0258722204184414,2.29922768435974e-12,1.17490534670783e-08
WBGene00010259,ric-7,BWM_head_row_2,0.113080571161509,0.587396904032925,0.42570281124498,0.265632662445431,0.0046865215008946,0.0029821570108965,1.0
WBGene00010259,ric-7,BWM_anterior,0.117317144539935,0.58718742239686,0.44177093358999,0.265561030886694,0.012775631972234,4.33895297222316e-08,0.0002217204968806
WBGene00013734,Y111B2A.10,BWM_far_posterior,0.0502817414185578,0.21102225882117,0.189542483660131,0.265279532311702,0.0018474664898473,0.167734867349662,1.0
WBGene00003648,nhr-58,BWM_head_row_1,0.101295480237438,0.390272445529842,0.382936507936508,0.264522912122636,0.0175506131064908,7.89223133212296e-09,4.03293021071483e-05
WBGene00012662,Y39A1C.1,BWM_far_posterior,0.0689101490454875,0.334843209044356,0.261437908496732,0.263581320098989,0.0006545872235984,0.411604053140125,1.0
WBGene00002978,lev-11,BWM_far_posterior,0.263557390759263,38.3664494123207,1.0,0.263557390759263,0.0621896851192204,8.82320116898474e-16,4.5086557973512e-12
WBGene00006318,sup-9,BWM_head_row_2,0.0920540239659419,0.434045777232469,0.349397590361446,0.263464965143903,0.0008655022819401,0.202149154222511,1.0
WBGene00003637,nhr-47,BWM_far_posterior,0.0687199601344824,0.324993890540314,0.261437908496732,0.262853847514395,0.0019345990401205,0.158042747357212,1.0
WBGene00001263,emb-9,BWM_anterior,0.255305573804414,4.71223980561875,0.974013474494706,0.262117086148998,0.0439010081750625,1.80036894362188e-24,9.199885301907801e-21
WBGene00001851,hif-1,BWM_head_row_2,0.0994701173921359,0.505639975115302,0.379518072289157,0.262095864874517,0.004558576533061,0.0034038139083248,1.0
WBGene00020195,T03G6.3,BWM_head_row_2,0.0988047254854159,0.595275469477979,0.377510040160643,0.261727411126261,0.0084824328088512,6.40714413835877e-05,0.327405065470133
WBGene00013236,Y56A3A.18,BWM_posterior,0.0899327485850413,0.378113795590342,0.344731977818854,0.260877302865991,0.0065840848962575,8.07208701227624e-05,0.412483646327316
WBGene00003933,pat-9,BWM_far_posterior,0.125774487754875,0.808433969946466,0.483660130718954,0.260047251709403,0.0011807367276813,0.270118065859609,1.0
WBGene00000472,cey-1,BWM_far_posterior,0.257938322488361,8.02828304802159,0.993464052287582,0.25963528513631,0.0331816120421052,4.6043560151163e-09,2.35282592372443e-05
WBGene00003933,pat-9,BWM_posterior,0.139885543795133,0.804833795609684,0.539741219963031,0.259171504086188,0.0143956426974556,5.29960336695174e-09,2.70809732051234e-05
WBGene00003648,nhr-58,BWM_head_row_2,0.0800388421199221,0.379193817636619,0.309236947791165,0.258826905037151,0.004697968990963,0.0029471170247353,1.0
WBGene00007653,cysl-1,BWM_far_posterior,0.0726745346649235,0.320922359120124,0.281045751633987,0.258586134970542,0.0009997793177087,0.310221229062413,1.0
WBGene00000832,ctn-1,BWM_far_posterior,0.0726571082796736,0.387575153729144,0.281045751633987,0.258524129460234,0.0006340415103074,0.419041975438284,1.0
WBGene00001824,hbl-1,BWM_far_posterior,0.131732660228132,0.932828429722768,0.509803921568627,0.258398679678259,0.0021602302270082,0.13576111293303,1.0
WBGene00006787,unc-52,BWM_posterior,0.0582022107303325,0.337232982161705,0.22550831792976,0.25809340987795,0.0038351698756008,0.0026359897543171,1.0
WBGene00003495,mup-2,BWM_head_row_1,0.252266548694153,5.65928187279484,0.978174603174603,0.257895214080838,0.0668688799460384,7.752419345859169e-30,3.96148628573404e-26
WBGene00007653,cysl-1,BWM_posterior,0.0781230199372222,0.319485515238727,0.303142329020333,0.2577106938173,0.0069290341880129,5.24454095105805e-05,0.267996042599066
WBGene00019220,pfd-2,BWM_head_row_2,0.0754446274319137,0.308167500117797,0.293172690763052,0.257338523706117,0.0038038698375556,0.0074725967580023,1.0
WBGene00006836,unc-112,BWM_far_posterior,0.215255726845294,2.47708366514204,0.836601307189543,0.257297860994766,0.00748644818776,0.0054654051248357,1.0
WBGene00011906,hsp-12.1,BWM_head_row_1,0.236417575228457,4.37396844627805,0.920634920634921,0.256798400679186,0.0193725278572123,1.3237836451371101e-09,6.76453442665061e-06
WBGene00001155,ech-6,BWM_head_row_2,0.0721838795569531,0.297498751534148,0.281124497991968,0.256768371566876,0.0029818728253648,0.0178779635957548,1.0
WBGene00003048,lit-1,BWM_head_row_2,0.0628267834062324,0.266611299571314,0.244979919678715,0.256456869969703,0.0015766447963081,0.0851354316546153,1.0
WBGene00006814,unc-82,BWM_head_row_1,0.110697752244978,0.51754476357687,0.432539682539683,0.25592507858472,0.0078671018061727,0.0001142304953436,0.583717831205868
WBGene00004830,slo-1,BWM_head_row_1,0.077076542313232,0.284396797423164,0.301587301587302,0.25556958767019,0.0046666213994095,0.0029766683930599,1.0
WBGene00000475,cey-4,BWM_far_posterior,0.0799801986014153,0.424371746277836,0.313725490196078,0.254936883042011,0.001745681723979,0.179930874917287,1.0
WBGene00003637,nhr-47,BWM_head_row_2,0.0760156734164816,0.310695172439705,0.299196787148594,0.254065807794683,0.0065164933994566,0.000460752739814,1.0
WBGene00001187,egl-19,BWM_posterior,0.0625969093739775,0.277355569045612,0.246765249537893,0.253669872444358,0.0007777616447133,0.175888721949546,1.0
WBGene00019227,sgca-1,BWM_head_row_1,0.236338401775904,3.69855448824847,0.932539682539683,0.253435222329905,0.0193599313528435,1.3402144317699702e-09,6.84849574634456e-06
WBGene00006062,stn-1,BWM_head_row_1,0.0994498221516805,0.397183514334343,0.392857142857143,0.253145001840641,0.0095864020654694,2.04406161766427e-05,0.104451548662644
WBGene00003932,pat-6,BWM_far_posterior,0.145393291316933,1.06408589402182,0.57516339869281,0.252786063312396,0.000437424567941,0.502102161740872,1.0
WBGene00003014,lin-28,BWM_far_posterior,0.0677208665505838,0.358665783796818,0.26797385620915,0.252714453225349,2.29854480238483e-05,0.877726325444344,1.0
WBGene00003371,mlc-3,BWM_far_posterior,0.25038044195262,40.0092135286768,0.993464052287582,0.252027681702308,0.0324147934679069,6.9385575882800805e-09,3.54560292761112e-05
WBGene00006062,stn-1,BWM_head_row_2,0.0829875369505221,0.394804868095903,0.329317269076305,0.251998740252195,0.0031056603649175,0.0156561656919244,1.0
WBGene00006820,unc-89,BWM_head_row_1,0.144480234095463,0.772242820728958,0.573412698412698,0.251965529356793,0.0135137683870206,4.1749466252382e-07,0.0021333977254967
WBGene00001948,hlh-1,BWM_posterior,0.0730578519410165,0.31380027354497,0.290203327171904,0.251747120382738,0.0042796711987635,0.0014879213051333,1.0
WBGene00001971,hmg-1.1,BWM_posterior,0.149071830001215,1.22268865220516,0.593345656192237,0.251239439347841,0.0241741868078802,3.50764021895868e-14,1.79240415188788e-10
WBGene00000066,act-4,BWM_far_posterior,0.251119685608945,42.7465154017796,1.0,0.251119685608945,0.0277779238489921,8.31487618163247e-08,0.0004248901728814
WBGene00006672,twk-18,BWM_head_row_1,0.171729832632852,1.07716987535054,0.68452380952381,0.25087488593321,0.0183192940996738,3.7146879561506502e-09,1.89820554559298e-05
WBGene00000383,cdc-14,BWM_head_row_2,0.065370905449167,0.300025698748839,0.261044176706827,0.250420853182194,0.0019155222432735,0.0577289131328238,1.0
WBGene00000942,deb-1,BWM_far_posterior,0.160274109318339,1.36596468321096,0.640522875816993,0.250223864548019,0.0005390632155536,0.456211330607833,1.0
WBGene00019227,sgca-1,BWM_head_row_2,0.228441063674035,3.63292193854467,0.913654618473896,0.250029999361911,0.0113798338744687,3.62405944180981e-06,0.0185189437476481
WBGene00013595,atg-4.1,BWM_head_row_1,0.0753253777403606,0.257627156353667,0.301587301587302,0.249763094612775,0.0065330209592974,0.0004394323841641,1.0
WBGene00001972,hmg-1.2,BWM_posterior,0.137569393554266,0.901255414302395,0.55268022181146,0.248913183655043,0.0095971712993217,1.91527973358305e-06,0.0097870794386093
WBGene00003369,mlc-1,BWM_far_posterior,0.237515396017399,4.29165003510518,0.954248366013072,0.248903120483987,0.0126445757474852,0.000303718673854,1.0
WBGene00001187,egl-19,BWM_anterior,0.0667120003815879,0.269807044915007,0.268527430221367,0.248436445865483,0.0022160312992384,0.0228135044086816,1.0
WBGene00016722,C46G7.2,BWM_head_row_2,0.10498331346501,0.551661915479138,0.423694779116466,0.247780521827369,0.0010688388336894,0.156359807189675,1.0
WBGene00012662,Y39A1C.1,BWM_posterior,0.0718364361369832,0.308141983569304,0.290203327171904,0.247538292675846,0.0053583526213297,0.0003770803491183,1.0
WBGene00022180,Y71H2AM.15,BWM_anterior,0.120392988137666,0.602131362614337,0.487006737247353,0.247210108053428,0.0065509205570338,8.95833464159117e-05,0.457770900185309
WBGene00006318,sup-9,BWM_anterior,0.0914911345149176,0.39695354258845,0.371511068334937,0.246267587463729,0.0019989354201843,0.0306124776424456,1.0
WBGene00006959,xbp-1,BWM_far_posterior,0.167049886900431,1.52989526767989,0.679738562091503,0.245756083613134,0.0028910350578857,0.0843754060774444,1.0
WBGene00003163,mdl-1,BWM_head_row_2,0.0606904025076586,0.307736944476884,0.246987951807229,0.245722117470032,0.0057972038778084,0.0009555656783193,1.0
WBGene00006999,zyx-1,BWM_posterior,0.0706252077576886,0.3367802359722,0.287430683918669,0.245712137600704,0.0008207440209244,0.164397997804382,1.0
WBGene00010868,somi-1,BWM_posterior,0.123071288653001,0.64366170049089,0.500924214417745,0.245688439709497,0.0029319266902197,0.0085641636425961,1.0
WBGene00003370,mlc-2,BWM_far_posterior,0.224473032289153,4.26002172096471,0.915032679738562,0.245316956716002,0.0028254212529216,0.0879822643264635,1.0
WBGene00011864,T20F10.2,BWM_head_row_1,0.160421241207285,0.883966370237458,0.654761904761905,0.245006986571127,0.011619508944424,2.71293574204825e-06,0.0138631016418666
WBGene00006588,tnt-3,BWM_anterior,0.24428639416059,23.4748085875793,0.99711260827719,0.244993787193874,0.0277737633059953,5.65170365687976e-16,2.88802056866556e-12
WBGene00019277,sgcb-1,BWM_head_row_2,0.207961872939671,2.23235808856581,0.849397590361446,0.244834545446705,0.0046936151891667,0.0029603941924768,1.0
WBGene00003929,pat-2,BWM_far_posterior,0.124668603305178,0.93855301091403,0.509803921568627,0.244542260329388,0.0001445103789132,0.699665530354784,1.0
WBGene00007630,har-1,BWM_head_row_2,0.0755514331624814,0.404622286221456,0.309236947791165,0.244315673473479,0.0001249617699528,0.627968665172772,1.0
WBGene00014569,bkip-1,BWM_far_posterior,0.108524350573796,0.67782440195625,0.444444444444444,0.24417978879104,0.0004015585503184,0.520172770104554,1.0
WBGene00006824,unc-95,BWM_anterior,0.181107880523122,1.39050096935353,0.743022136669875,0.243744932465705,0.0088831610659322,5.03285276335315e-06,0.0257178776207346
WBGene00009180,nurf-1,BWM_far_posterior,0.152923249773947,1.5317711556215,0.627450980392157,0.243721429327228,0.0023801934365674,0.117372351363979,1.0
WBGene00000383,cdc-14,BWM_far_posterior,0.0604838536353359,0.289141106945264,0.248366013071895,0.243527094900168,0.0007205277003714,0.388994490384123,1.0
WBGene00004046,plp-1,BWM_posterior,0.110697390981313,0.650311757859038,0.454713493530499,0.243444262280042,0.0018995314113392,0.0343707302651889,1.0
WBGene00000443,ceh-20,BWM_far_posterior,0.0619300228144109,0.301418754459449,0.254901960784314,0.242956243348843,0.0006687279469409,0.40659742809261,1.0
WBGene00003495,mup-2,BWM_far_posterior,0.236418208082786,5.2240379958657,0.973856209150327,0.24276500561521,0.0156904199415332,5.70555428380203e-05,0.291553823902284
WBGene00006584,tni-1,BWM_posterior,0.233875990378232,4.48877045356576,0.964879852125693,0.242388717997363,0.0187814175925831,2.50660197040049e-11,1.28087360687465e-07
WBGene00000942,deb-1,BWM_anterior,0.174690409354291,1.30919437928286,0.720885466794995,0.242327550492802,0.0116528796767063,1.70208854978433e-07,0.0008697672489397
WBGene00006754,unc-15,BWM_posterior,0.234302798623569,6.97209053460964,0.967652495378928,0.242135270401816,0.0278238300372832,4.10522431213597e-16,2.09776962350148e-12
