,five_prime_transcript,peak,five_prime_start,five_prime_end,peak_start,peak_end
274,Y75B7AR.1.1,gei-11,1392042.0,1393000.0,1392955,1393350
275,C38C3.6a.2,blmp-1,1485659.0,1486288.0,1485704,1486281
276,C38C3.6a.2,blmp-1,1485659.0,1486288.0,1485791,1486013
277,C38C3.6a.2,gei-11,1485659.0,1486288.0,1485919,1486314
278,C38C3.6a.2,ces-1,1485659.0,1486288.0,1486007,1486442
279,C38C3.6a.2,ces-1,1485659.0,1486288.0,1486051,1486490
280,C38C3.6a.2,mab-5,1485659.0,1486288.0,1486059,1486522
281,C38C3.6a.2,ces-1,1485659.0,1486288.0,1486065,1486504
282,C38C3.6a.2,blmp-1,1485659.0,1486288.0,1485704,1486281
283,C38C3.6a.2,blmp-1,1485659.0,1486288.0,1485791,1486013
284,C38C3.6a.2,gei-11,1485659.0,1486288.0,1485919,1486314
285,C38C3.6a.2,ces-1,1485659.0,1486288.0,1486007,1486442
286,C38C3.6a.2,ces-1,1485659.0,1486288.0,1486051,1486490
287,C38C3.6a.2,mab-5,1485659.0,1486288.0,1486059,1486522
288,C38C3.6a.2,ces-1,1485659.0,1486288.0,1486065,1486504
289,F16B4.8a.1,blmp-1,1577691.0,1577737.0,1577720,1577936
290,F16B4.8a.1,blmp-1,1577691.0,1577737.0,1577722,1577874
291,F16B4.5a.1,pax-1,1588428.0,1589133.0,1588862,1589271
292,F16B4.5b.1,pax-1,1588548.0,1589080.0,1588862,1589271
293,F16B4.5a.2,pax-1,1588437.0,1589133.0,1588862,1589271
294,F16B4.5a.2,mab-5,1589325.0,1591450.0,1590522,1591011
295,F16B4.5a.2,nhr-237,1589325.0,1591450.0,1591088,1591551
296,F16B4.5a.2,blmp-1,1589325.0,1591450.0,1591159,1591209
297,F16B4.5a.1,pax-1,1588428.0,1589133.0,1588862,1589271
298,F16B4.8a.1,blmp-1,1577691.0,1577737.0,1577720,1577936
299,F16B4.8a.1,blmp-1,1577691.0,1577737.0,1577722,1577874
300,F16B4.5b.1,pax-1,1588548.0,1589080.0,1588862,1589271
301,F16B4.5a.2,pax-1,1588437.0,1589133.0,1588862,1589271
302,F16B4.5a.2,mab-5,1589325.0,1591450.0,1590522,1591011
303,F16B4.5a.2,nhr-237,1589325.0,1591450.0,1591088,1591551
304,F16B4.5a.2,blmp-1,1589325.0,1591450.0,1591159,1591209
305,F16B4.1a.1,mab-5,1610263.0,1610359.0,1610271,1610760
306,F16B4.1a.1,gei-11,1610263.0,1610359.0,1610284,1610679
307,F16B4.9.1,pax-1,1607816.0,1607953.0,1607852,1608261
308,F16B4.9.1,pha-4,1607816.0,1607953.0,1607857,1608130
309,F16B4.9.1,gei-11,1607816.0,1607953.0,1607891,1608286
310,F16B4.9.1,elt-3,1607816.0,1607953.0,1607908,1608139
311,F16B4.9.1,elt-3,1607816.0,1607953.0,1607908,1608139
312,F16B4.9.1,mab-5,1607816.0,1607953.0,1607951,1608440
313,F16B4.11k.1,gei-11,1616677.0,1617540.0,1617069,1617464
314,F16B4.11k.1,gei-11,1616677.0,1617540.0,1617069,1617464
315,F16B4.11k.2,mep-1,1617586.0,1617722.0,1617689,1618290
316,F16B4.11k.3,mep-1,1617586.0,1617722.0,1617689,1618290
317,F16B4.11k.4,mep-1,1617586.0,1617722.0,1617689,1618290
318,F16B4.11k.6,mep-1,1617586.0,1617723.0,1617689,1618290
319,F16B4.11k.1,mep-1,1617586.0,1617722.0,1617689,1618290
320,F16B4.11k.5,mep-1,1617586.0,1617724.0,1617689,1618290
321,F16B4.11k.3,nhr-2,1617776.0,1618007.0,1617957,1618426
322,F16B4.11k.4,nhr-2,1617776.0,1617962.0,1617957,1618426
323,F16B4.11k.1,nhr-2,1617776.0,1617970.0,1617957,1618426
324,F16B4.11a.1,nhr-2,1617943.0,1618072.0,1617957,1618426
325,F16B4.11k.2,nhr-2,1617776.0,1618860.0,1617957,1618426
326,F16B4.11k.2,lsy-2,1617776.0,1618860.0,1618040,1618395
327,F16B4.11a.1,lsy-2,1617943.0,1618072.0,1618040,1618395
328,F16B4.11k.2,gei-11,1617776.0,1618860.0,1618099,1618494
329,F16B4.11k.2,hlh-1,1617776.0,1618860.0,1618124,1618187
330,F16B4.11k.2,gei-11,1617776.0,1618860.0,1618593,1618988
331,F16B4.11k.2,blmp-1,1617776.0,1618860.0,1618752,1618841
332,F16B4.11k.2,ces-1,1617776.0,1618860.0,1618762,1619197
333,F16B4.11k.2,pax-1,1617776.0,1618860.0,1618762,1619171
334,F16B4.11k.2,ceh-39,1617776.0,1618860.0,1618839,1619298
335,F16B4.11c.1,nhr-2,1617943.0,1618009.0,1617957,1618426
336,Y46H3D.5a.1,mep-1,1623950.0,1624070.0,1624040,1624433
337,Y46H3D.5a.2,mep-1,1623950.0,1624432.0,1624040,1624433
338,Y46H3D.5a.2,ces-1,1623950.0,1624432.0,1624251,1624690
339,F16B4.11k.2,nhr-2,1617776.0,1618860.0,1617957,1618426
340,F16B4.11k.2,lsy-2,1617776.0,1618860.0,1618040,1618395
341,F16B4.11k.2,gei-11,1617776.0,1618860.0,1618099,1618494
342,F16B4.11k.2,hlh-1,1617776.0,1618860.0,1618124,1618187
343,F16B4.11k.2,gei-11,1617776.0,1618860.0,1618593,1618988
344,F16B4.11k.2,blmp-1,1617776.0,1618860.0,1618752,1618841
345,F16B4.11k.2,ces-1,1617776.0,1618860.0,1618762,1619197
346,F16B4.11k.2,pax-1,1617776.0,1618860.0,1618762,1619171
347,F16B4.11k.2,ceh-39,1617776.0,1618860.0,1618839,1619298
348,Y46H3D.1.1,mep-1,1642499.0,1642555.0,1642544,1642699
349,K04F1.15.1,mab-5,1644169.0,1644264.0,1644210,1644673
350,K04F1.15.1,blmp-1,1644169.0,1644264.0,1644249,1644256
351,Y46H3D.1.1,mep-1,1642499.0,1642555.0,1642544,1642699
352,Y46H3C.5.1,ama-1,1691860.0,1692495.0,1691875,1692295
353,K04F1.15.1,mab-5,1644169.0,1644264.0,1644210,1644673
354,K04F1.15.1,blmp-1,1644169.0,1644264.0,1644249,1644256
355,Y46H3C.5.1,ama-1,1691860.0,1692495.0,1691875,1692295
356,ZK697.6b.1,gei-11,1731830.0,1732018.0,1731855,1732250
357,ZK697.6b.1,hlh-1,1731830.0,1732018.0,1731997,1732196
358,F36H9.3.1,ama-1,1771728.0,1771734.0,1771733,1771985
359,F36H9.4a.1,nhr-237,1779133.0,1779236.0,1779153,1779616
360,ZK697.6b.1,gei-11,1731830.0,1732018.0,1731855,1732250
361,ZK697.6b.1,hlh-1,1731830.0,1732018.0,1731997,1732196
362,Y46H3A.3a.1,ceh-39,1804925.0,1804957.0,1804930,1805393
363,Y46H3A.3a.1,pha-4,1804925.0,1804957.0,1804936,1805424
364,Y46H3A.2.1,gei-11,1805178.0,1805270.0,1805209,1805604
365,Y46H3A.3a.1,nfya-1,1804925.0,1804957.0,1804937,1805284
366,Y46H3A.2.1,ceh-39,1805178.0,1805270.0,1805215,1805630
367,Y46H3A.3a.1,nhr-2,1804925.0,1804957.0,1804945,1805344
368,Y46H3A.3a.1,nhr-2,1804925.0,1804957.0,1804945,1805394
369,Y46H3A.3a.1,mab-5,1804925.0,1804957.0,1804954,1805417
370,Y46H3A.2.1,mab-5,1805178.0,1805270.0,1805228,1805717
371,Y46H3A.3a.1,nfya-1,1804925.0,1804957.0,1804954,1805234
372,Y46H3A.6a.1,ceh-30,1821291.0,1821323.0,1821306,1821494
373,Y46H3A.6a.1,nfya-1,1821291.0,1821323.0,1821314,1821572
374,Y46H3A.6a.1,pha-4,1821291.0,1821323.0,1821318,1821549
375,Y46H3A.6a.1,pha-4,1821291.0,1821323.0,1821321,1821597
376,Y46H3A.5a.1,F23F12.9,1814117.0,1814884.0,1814660,1815259
377,Y46H3A.5a.1,hlh-1,1814117.0,1814884.0,1814878,1814909
378,Y32G9B.1a.3,lsy-2,1828857.0,1829878.0,1829359,1829738
379,Y32G9B.1a.3,blmp-1,1828857.0,1829878.0,1829772,1830004
380,Y32G9B.1a.3,gei-11,1828857.0,1829878.0,1829821,1830216
381,Y46H3A.2.1,gei-11,1805178.0,1805270.0,1805209,1805604
382,Y46H3A.2.1,ceh-39,1805178.0,1805270.0,1805215,1805630
383,Y46H3A.2.1,mab-5,1805178.0,1805270.0,1805228,1805717
384,Y32G9B.1a.1,gei-11,1829812.0,1830073.0,1829821,1830216
385,Y32G9B.1a.1,mep-1,1829812.0,1830073.0,1829907,1830270
386,Y46H3A.5a.1,F23F12.9,1814117.0,1814884.0,1814660,1815259
387,Y32G9B.1a.1,elt-3,1829812.0,1830073.0,1829986,1830298
388,Y46H3A.5a.1,hlh-1,1814117.0,1814884.0,1814878,1814909
389,Y32G9B.1a.1,elt-3,1829812.0,1830073.0,1829986,1830298
