,0,1,2,3,4,5,6,7,8
F56C11.6a.2,I,WormBase,three_prime_UTR,175933.0,176040.0,.,+,.,Parent=Transcript:F56C11.6a.2
F56C11.5b.1,I,WormBase,five_prime_UTR,178524.0,178566.0,.,+,.,Parent=Transcript:F56C11.5b.1
F56C11.5a.1,I,WormBase,five_prime_UTR,180081.0,180393.0,.,+,.,Parent=Transcript:F56C11.5a.1
F56C11.5b.1,I,WormBase,three_prime_UTR,181967.0,182159.0,.,+,.,Parent=Transcript:F56C11.5b.1
F56C11.5a.1,I,WormBase,three_prime_UTR,181967.0,182161.0,.,+,.,Parent=Transcript:F56C11.5a.1
F56C11.3.1,I,WormBase,three_prime_UTR,182068.0,182138.0,.,-,.,Parent=Transcript:F56C11.3.1
F56C11.3.1,I,WormBase,five_prime_UTR,182772.0,182772.0,.,-,.,Parent=Transcript:F56C11.3.1
Y48G1BL.2a.1,I,WormBase,five_prime_UTR,183364.0,183375.0,.,+,.,Parent=Transcript:Y48G1BL.2a.1
Y48G1BL.2a.1,I,WormBase,three_prime_UTR,207953.0,208384.0,.,+,.,Parent=Transcript:Y48G1BL.2a.1
Y48G1BL.7.1,I,WormBase,five_prime_UTR,209281.0,209319.0,.,+,.,Parent=Transcript:Y48G1BL.7.1
Y48G1BL.7.1,I,WormBase,three_prime_UTR,211668.0,211738.0,.,+,.,Parent=Transcript:Y48G1BL.7.1
Y48G1BL.8.1,I,WormBase,five_prime_UTR,217928.0,218059.0,.,+,.,Parent=Transcript:Y48G1BL.8.1
Y48G1BL.8.1,I,WormBase,three_prime_UTR,218956.0,219137.0,.,+,.,Parent=Transcript:Y48G1BL.8.1
Y48G1BM.10.1,I,WormBase,three_prime_UTR,231578.0,231691.0,.,-,.,Parent=Transcript:Y48G1BM.10.1
Y48G1BM.10.1,I,WormBase,five_prime_UTR,232736.0,234427.0,.,-,.,Parent=Transcript:Y48G1BM.10.1
Y48G1BM.6a.1,I,WormBase,three_prime_UTR,233174.0,233274.0,.,-,.,Parent=Transcript:Y48G1BM.6a.1
Y48G1BM.6a.1,I,WormBase,five_prime_UTR,237531.0,237598.0,.,-,.,Parent=Transcript:Y48G1BM.6a.1
Y48G1BM.1.1,I,WormBase,five_prime_UTR,252107.0,252118.0,.,+,.,Parent=Transcript:Y48G1BM.1.1
Y48G1BM.1.1,I,WormBase,three_prime_UTR,254130.0,254294.0,.,+,.,Parent=Transcript:Y48G1BM.1.1
Y48G1BR.1.1,I,WormBase,three_prime_UTR,254254.0,254708.0,.,-,.,Parent=Transcript:Y48G1BR.1.1
Y48G1BR.1.1,I,WormBase,five_prime_UTR,259156.0,259157.0,.,-,.,Parent=Transcript:Y48G1BR.1.1
C53D5.2.1,I,WormBase,five_prime_UTR,280114.0,280119.0,.,+,.,Parent=Transcript:C53D5.2.1
C53D5.2.1,I,WormBase,three_prime_UTR,285935.0,286113.0,.,+,.,Parent=Transcript:C53D5.2.1
C53D5.4a.1,I,WormBase,three_prime_UTR,286040.0,286370.0,.,-,.,Parent=Transcript:C53D5.4a.1
C53D5.4b.1,I,WormBase,three_prime_UTR,286088.0,286351.0,.,-,.,Parent=Transcript:C53D5.4b.1
C53D5.4a.1,I,WormBase,five_prime_UTR,289075.0,289185.0,.,-,.,Parent=Transcript:C53D5.4a.1
C53D5.4b.1,I,WormBase,five_prime_UTR,289075.0,289185.0,.,-,.,Parent=Transcript:C53D5.4b.1
C53D5.1a.1,I,WormBase,five_prime_UTR,291215.0,291247.0,.,+,.,Parent=Transcript:C53D5.1a.1
C53D5.1b.1,I,WormBase,five_prime_UTR,295333.0,295366.0,.,+,.,Parent=Transcript:C53D5.1b.1
C53D5.1c.2,I,WormBase,five_prime_UTR,295742.0,295850.0,.,+,.,Parent=Transcript:C53D5.1c.2
C53D5.1c.1,I,WormBase,five_prime_UTR,302595.0,302670.0,.,+,.,Parent=Transcript:C53D5.1c.1
C53D5.1c.2,I,WormBase,five_prime_UTR,302595.0,302670.0,.,+,.,Parent=Transcript:C53D5.1c.2
C53D5.1c.1,I,WormBase,three_prime_UTR,305081.0,305471.0,.,+,.,Parent=Transcript:C53D5.1c.1
C53D5.1c.2,I,WormBase,three_prime_UTR,305081.0,305477.0,.,+,.,Parent=Transcript:C53D5.1c.2
C53D5.1a.1,I,WormBase,three_prime_UTR,305081.0,305471.0,.,+,.,Parent=Transcript:C53D5.1a.1
C53D5.1b.1,I,WormBase,three_prime_UTR,305081.0,305471.0,.,+,.,Parent=Transcript:C53D5.1b.1
C53D5.5a.1,I,WormBase,three_prime_UTR,305811.0,305899.0,.,-,.,Parent=Transcript:C53D5.5a.1
C53D5.5a.1,I,WormBase,five_prime_UTR,310788.0,310790.0,.,-,.,Parent=Transcript:C53D5.5a.1
C53D5.6.1,I,WormBase,three_prime_UTR,310981.0,311400.0,.,-,.,Parent=Transcript:C53D5.6.1
C53D5.6.1,I,WormBase,five_prime_UTR,314979.0,314989.0,.,-,.,Parent=Transcript:C53D5.6.1
Y48G1A.5a.1,I,WormBase,three_prime_UTR,318549.0,318824.0,.,-,.,Parent=Transcript:Y48G1A.5a.1
Y48G1A.4.1,I,WormBase,five_prime_UTR,323855.0,323859.0,.,+,.,Parent=Transcript:Y48G1A.4.1
Y48G1A.4.1,I,WormBase,three_prime_UTR,330729.0,330987.0,.,+,.,Parent=Transcript:Y48G1A.4.1
Y48G1A.3.1,I,WormBase,five_prime_UTR,332604.0,332612.0,.,+,.,Parent=Transcript:Y48G1A.3.1
Y48G1A.3.1,I,WormBase,three_prime_UTR,337721.0,337845.0,.,+,.,Parent=Transcript:Y48G1A.3.1
Y48G1A.6a.1,I,WormBase,three_prime_UTR,343069.0,343540.0,.,-,.,Parent=Transcript:Y48G1A.6a.1
Y48G1A.6b.1,I,WormBase,three_prime_UTR,343069.0,343540.0,.,-,.,Parent=Transcript:Y48G1A.6b.1
Y48G1A.6b.1,I,WormBase,five_prime_UTR,347114.0,347150.0,.,-,.,Parent=Transcript:Y48G1A.6b.1
Y48G1A.2.1,I,WormBase,five_prime_UTR,347469.0,347574.0,.,+,.,Parent=Transcript:Y48G1A.2.1
Y48G1A.2.1,I,WormBase,three_prime_UTR,348150.0,348357.0,.,+,.,Parent=Transcript:Y48G1A.2.1
Y48G1A.6a.1,I,WormBase,five_prime_UTR,348365.0,348424.0,.,-,.,Parent=Transcript:Y48G1A.6a.1
Y48G1A.1.1,I,WormBase,five_prime_UTR,348460.0,348534.0,.,+,.,Parent=Transcript:Y48G1A.1.1
Y48G1A.1.1,I,WormBase,three_prime_UTR,357078.0,357236.0,.,+,.,Parent=Transcript:Y48G1A.1.1
R119.7a.1,I,WormBase,five_prime_UTR,364510.0,364518.0,.,+,.,Parent=Transcript:R119.7a.1
R119.7b.1,I,WormBase,five_prime_UTR,364517.0,364679.0,.,+,.,Parent=Transcript:R119.7b.1
R119.7b.2,I,WormBase,five_prime_UTR,364734.0,365191.0,.,+,.,Parent=Transcript:R119.7b.2
R119.7b.1,I,WormBase,five_prime_UTR,364736.0,365191.0,.,+,.,Parent=Transcript:R119.7b.1
R119.7b.1,I,WormBase,five_prime_UTR,365531.0,365960.0,.,+,.,Parent=Transcript:R119.7b.1
R119.7b.2,I,WormBase,five_prime_UTR,365531.0,365596.0,.,+,.,Parent=Transcript:R119.7b.2
R119.7b.2,I,WormBase,five_prime_UTR,365644.0,365960.0,.,+,.,Parent=Transcript:R119.7b.2
R119.7b.3,I,WormBase,five_prime_UTR,366643.0,366849.0,.,+,.,Parent=Transcript:R119.7b.3
R119.7b.1,I,WormBase,five_prime_UTR,366653.0,366849.0,.,+,.,Parent=Transcript:R119.7b.1
R119.7b.2,I,WormBase,five_prime_UTR,366653.0,366849.0,.,+,.,Parent=Transcript:R119.7b.2
R119.7a.1,I,WormBase,three_prime_UTR,367941.0,368579.0,.,+,.,Parent=Transcript:R119.7a.1
R119.7b.1,I,WormBase,three_prime_UTR,367941.0,368295.0,.,+,.,Parent=Transcript:R119.7b.1
R119.7b.2,I,WormBase,three_prime_UTR,367941.0,368287.0,.,+,.,Parent=Transcript:R119.7b.2
R119.7b.3,I,WormBase,three_prime_UTR,367941.0,368283.0,.,+,.,Parent=Transcript:R119.7b.3
R119.2.1,I,WormBase,three_prime_UTR,368270.0,368774.0,.,-,.,Parent=Transcript:R119.2.1
R119.2.1,I,WormBase,five_prime_UTR,373446.0,373465.0,.,-,.,Parent=Transcript:R119.2.1
R119.3.1,I,WormBase,three_prime_UTR,373571.0,373687.0,.,-,.,Parent=Transcript:R119.3.1
R119.3.1,I,WormBase,five_prime_UTR,379070.0,379073.0,.,-,.,Parent=Transcript:R119.3.1
R119.4.1,I,WormBase,three_prime_UTR,379071.0,379243.0,.,-,.,Parent=Transcript:R119.4.1
R119.4.1,I,WormBase,five_prime_UTR,381902.0,381902.0,.,-,.,Parent=Transcript:R119.4.1
R119.6.1,I,WormBase,five_prime_UTR,382826.0,382832.0,.,+,.,Parent=Transcript:R119.6.1
R119.6.1,I,WormBase,three_prime_UTR,388435.0,388564.0,.,+,.,Parent=Transcript:R119.6.1
R119.5a.1,I,WormBase,three_prime_UTR,388470.0,388794.0,.,-,.,Parent=Transcript:R119.5a.1
R119.5b.1,I,WormBase,three_prime_UTR,388491.0,388794.0,.,-,.,Parent=Transcript:R119.5b.1
R119.5a.1,I,WormBase,five_prime_UTR,394412.0,394415.0,.,-,.,Parent=Transcript:R119.5a.1
R119.5b.1,I,WormBase,five_prime_UTR,394412.0,394415.0,.,-,.,Parent=Transcript:R119.5b.1
Y50C1A.1a.1,I,WormBase,five_prime_UTR,398891.0,398948.0,.,+,.,Parent=Transcript:Y50C1A.1a.1
Y50C1A.1b.1,I,WormBase,five_prime_UTR,402291.0,402294.0,.,+,.,Parent=Transcript:Y50C1A.1b.1
Y50C1A.1a.1,I,WormBase,three_prime_UTR,412511.0,412918.0,.,+,.,Parent=Transcript:Y50C1A.1a.1
Y50C1A.1b.1,I,WormBase,three_prime_UTR,412511.0,412907.0,.,+,.,Parent=Transcript:Y50C1A.1b.1
Y50C1A.2.1,I,WormBase,three_prime_UTR,412860.0,412910.0,.,-,.,Parent=Transcript:Y50C1A.2.1
Y50C1A.2.1,I,WormBase,five_prime_UTR,418661.0,418677.0,.,-,.,Parent=Transcript:Y50C1A.2.1
C07F11.2.1,I,WormBase,five_prime_UTR,420922.0,420933.0,.,+,.,Parent=Transcript:C07F11.2.1
C07F11.2.1,I,WormBase,three_prime_UTR,423652.0,423713.0,.,+,.,Parent=Transcript:C07F11.2.1
C07F11.1.1,I,WormBase,five_prime_UTR,444003.0,444017.0,.,+,.,Parent=Transcript:C07F11.1.1
C07F11.1.1,I,WormBase,three_prime_UTR,461211.0,461605.0,.,+,.,Parent=Transcript:C07F11.1.1
W04C9.4.1,I,WormBase,five_prime_UTR,461995.0,461999.0,.,+,.,Parent=Transcript:W04C9.4.1
W04C9.4.1,I,WormBase,three_prime_UTR,462561.0,462651.0,.,+,.,Parent=Transcript:W04C9.4.1
W04C9.5.1,I,WormBase,three_prime_UTR,462606.0,462656.0,.,-,.,Parent=Transcript:W04C9.5.1
W04C9.5.1,I,WormBase,five_prime_UTR,467132.0,467137.0,.,-,.,Parent=Transcript:W04C9.5.1
W04C9.3.1,I,WormBase,five_prime_UTR,477582.0,477702.0,.,+,.,Parent=Transcript:W04C9.3.1
W04C9.3.1,I,WormBase,three_prime_UTR,481899.0,482028.0,.,+,.,Parent=Transcript:W04C9.3.1
W04C9.9.1,I,WormBase,three_prime_UTR,481961.0,482039.0,.,-,.,Parent=Transcript:W04C9.9.1
W04C9.6.1,I,WormBase,three_prime_UTR,484039.0,484125.0,.,-,.,Parent=Transcript:W04C9.6.1
W04C9.6.1,I,WormBase,five_prime_UTR,487991.0,488392.0,.,-,.,Parent=Transcript:W04C9.6.1
W04C9.2.1,I,WormBase,five_prime_UTR,488607.0,488615.0,.,+,.,Parent=Transcript:W04C9.2.1
W04C9.2.1,I,WormBase,three_prime_UTR,489772.0,489905.0,.,+,.,Parent=Transcript:W04C9.2.1
W04C9.1a.1,I,WormBase,five_prime_UTR,489969.0,490050.0,.,+,.,Parent=Transcript:W04C9.1a.1
W04C9.1a.1,I,WormBase,three_prime_UTR,496068.0,496158.0,.,+,.,Parent=Transcript:W04C9.1a.1
Y65B4BL.3a.1,I,WormBase,three_prime_UTR,496144.0,496229.0,.,-,.,Parent=Transcript:Y65B4BL.3a.1
Y65B4BL.3a.1,I,WormBase,five_prime_UTR,502031.0,502042.0,.,-,.,Parent=Transcript:Y65B4BL.3a.1
Y65B4BL.4.1,I,WormBase,three_prime_UTR,502891.0,503061.0,.,-,.,Parent=Transcript:Y65B4BL.4.1
Y65B4BL.4.1,I,WormBase,five_prime_UTR,506213.0,506250.0,.,-,.,Parent=Transcript:Y65B4BL.4.1
Y65B4BL.2a.1,I,WormBase,five_prime_UTR,506473.0,506476.0,.,+,.,Parent=Transcript:Y65B4BL.2a.1
Y65B4BL.2a.1,I,WormBase,three_prime_UTR,508877.0,509056.0,.,+,.,Parent=Transcript:Y65B4BL.2a.1
Y65B4BL.7a.2,I,WormBase,three_prime_UTR,508948.0,508971.0,.,-,.,Parent=Transcript:Y65B4BL.7a.2
Y65B4BL.7a.1,I,WormBase,three_prime_UTR,508948.0,508971.0,.,-,.,Parent=Transcript:Y65B4BL.7a.1
Y65B4BL.7a.1,I,WormBase,five_prime_UTR,510838.0,511238.0,.,-,.,Parent=Transcript:Y65B4BL.7a.1
Y65B4BL.7a.2,I,WormBase,five_prime_UTR,510838.0,510935.0,.,-,.,Parent=Transcript:Y65B4BL.7a.2
Y65B4BL.7a.2,I,WormBase,five_prime_UTR,510995.0,511211.0,.,-,.,Parent=Transcript:Y65B4BL.7a.2
Y65B4BL.5a.1,I,WormBase,three_prime_UTR,511044.0,511477.0,.,-,.,Parent=Transcript:Y65B4BL.5a.1
Y65B4BL.5a.1,I,WormBase,five_prime_UTR,516395.0,516397.0,.,-,.,Parent=Transcript:Y65B4BL.5a.1
Y65B4BL.6a.1,I,WormBase,three_prime_UTR,520109.0,520276.0,.,-,.,Parent=Transcript:Y65B4BL.6a.1
Y65B4BL.6a.1,I,WormBase,five_prime_UTR,521350.0,521554.0,.,-,.,Parent=Transcript:Y65B4BL.6a.1
Y65B4BL.1.1,I,WormBase,five_prime_UTR,530969.0,530987.0,.,+,.,Parent=Transcript:Y65B4BL.1.1
Y65B4BM.3.1,I,WormBase,five_prime_UTR,531725.0,531893.0,.,+,.,Parent=Transcript:Y65B4BM.3.1
Y65B4BL.1.1,I,WormBase,three_prime_UTR,531886.0,531893.0,.,+,.,Parent=Transcript:Y65B4BL.1.1
Y65B4BM.3.1,I,WormBase,five_prime_UTR,531947.0,531947.0,.,+,.,Parent=Transcript:Y65B4BM.3.1
Y65B4BL.1.1,I,WormBase,three_prime_UTR,531947.0,532418.0,.,+,.,Parent=Transcript:Y65B4BL.1.1
Y65B4BM.3.1,I,WormBase,three_prime_UTR,532853.0,533084.0,.,+,.,Parent=Transcript:Y65B4BM.3.1
Y65B4BR.8.1,I,WormBase,five_prime_UTR,534455.0,534457.0,.,+,.,Parent=Transcript:Y65B4BR.8.1
Y65B4BR.8.1,I,WormBase,three_prime_UTR,535195.0,535344.0,.,+,.,Parent=Transcript:Y65B4BR.8.1
Y65B4BR.5.1,I,WormBase,five_prime_UTR,535791.0,535807.0,.,+,.,Parent=Transcript:Y65B4BR.5.1
Y65B4BR.5.1,I,WormBase,three_prime_UTR,536494.0,536587.0,.,+,.,Parent=Transcript:Y65B4BR.5.1
Y65B4BR.4a.1,I,WormBase,five_prime_UTR,537122.0,537137.0,.,+,.,Parent=Transcript:Y65B4BR.4a.1
Y65B4BR.4b.1,I,WormBase,five_prime_UTR,537122.0,537137.0,.,+,.,Parent=Transcript:Y65B4BR.4b.1
Y65B4BR.4a.1,I,WormBase,three_prime_UTR,541632.0,542204.0,.,+,.,Parent=Transcript:Y65B4BR.4a.1
Y65B4BR.4b.1,I,WormBase,three_prime_UTR,541632.0,542200.0,.,+,.,Parent=Transcript:Y65B4BR.4b.1
Y65B4BR.3.1,I,WormBase,five_prime_UTR,550696.0,550707.0,.,+,.,Parent=Transcript:Y65B4BR.3.1
