,0,1,2,3,4,5,6,7,8
T08D2.5.2,X,WormBase,five_prime_UTR,178192.0,178241.0,.,+,.,Parent=Transcript:T08D2.5.2
T08D2.5.1,X,WormBase,three_prime_UTR,179377.0,179394.0,.,+,.,Parent=Transcript:T08D2.5.1
T08D2.6.1,X,WormBase,three_prime_UTR,179786.0,180079.0,.,-,.,Parent=Transcript:T08D2.6.1
T08D2.6.1,X,WormBase,five_prime_UTR,181875.0,181934.0,.,-,.,Parent=Transcript:T08D2.6.1
T08D2.6.1,X,WormBase,five_prime_UTR,181995.0,182169.0,.,-,.,Parent=Transcript:T08D2.6.1
T08D2.7.1,X,WormBase,three_prime_UTR,190560.0,190562.0,.,+,.,Parent=Transcript:T08D2.7.1
T08D2.7.1,X,WormBase,three_prime_UTR,191156.0,191193.0,.,+,.,Parent=Transcript:T08D2.7.1
T08D2.8.1,X,WormBase,five_prime_UTR,192834.0,192994.0,.,+,.,Parent=Transcript:T08D2.8.1
T08D2.8.1,X,WormBase,five_prime_UTR,194038.0,194447.0,.,+,.,Parent=Transcript:T08D2.8.1
Y73B3B.3.1,X,WormBase,five_prime_UTR,209995.0,210951.0,.,+,.,Parent=Transcript:Y73B3B.3.1
Y73B3B.3.1,X,WormBase,five_prime_UTR,210995.0,211440.0,.,+,.,Parent=Transcript:Y73B3B.3.1
Y73B3B.3.1,X,WormBase,three_prime_UTR,211677.0,211781.0,.,+,.,Parent=Transcript:Y73B3B.3.1
Y73B3B.2.1,X,WormBase,three_prime_UTR,214580.0,214696.0,.,-,.,Parent=Transcript:Y73B3B.2.1
Y73B3B.2.1,X,WormBase,five_prime_UTR,215576.0,215588.0,.,-,.,Parent=Transcript:Y73B3B.2.1
R57.2.1,X,WormBase,five_prime_UTR,297234.0,297247.0,.,+,.,Parent=Transcript:R57.2.1
R57.2.1,X,WormBase,three_prime_UTR,299178.0,299287.0,.,+,.,Parent=Transcript:R57.2.1
R57.1a.1,X,WormBase,five_prime_UTR,301830.0,301850.0,.,+,.,Parent=Transcript:R57.1a.1
R57.1b.1,X,WormBase,five_prime_UTR,302741.0,302766.0,.,+,.,Parent=Transcript:R57.1b.1
R57.1c.1,X,WormBase,five_prime_UTR,302741.0,302766.0,.,+,.,Parent=Transcript:R57.1c.1
R57.1a.1,X,WormBase,three_prime_UTR,308232.0,308303.0,.,+,.,Parent=Transcript:R57.1a.1
R57.1c.1,X,WormBase,three_prime_UTR,308232.0,308258.0,.,+,.,Parent=Transcript:R57.1c.1
M02E1.2.1,X,WormBase,three_prime_UTR,308762.0,308861.0,.,-,.,Parent=Transcript:M02E1.2.1
M02E1.2.1,X,WormBase,five_prime_UTR,311264.0,311311.0,.,-,.,Parent=Transcript:M02E1.2.1
M02E1.4.1,X,WormBase,five_prime_UTR,313274.0,313275.0,.,+,.,Parent=Transcript:M02E1.4.1
M02E1.4.1,X,WormBase,three_prime_UTR,314628.0,314758.0,.,+,.,Parent=Transcript:M02E1.4.1
M02E1.3.1,X,WormBase,five_prime_UTR,322523.0,322854.0,.,+,.,Parent=Transcript:M02E1.3.1
M02E1.3.1,X,WormBase,three_prime_UTR,323086.0,323225.0,.,+,.,Parent=Transcript:M02E1.3.1
M02E1.1a.1,X,WormBase,five_prime_UTR,326111.0,326114.0,.,+,.,Parent=Transcript:M02E1.1a.1
M02E1.1a.2,X,WormBase,five_prime_UTR,326113.0,326114.0,.,+,.,Parent=Transcript:M02E1.1a.2
M02E1.1b.1,X,WormBase,three_prime_UTR,333431.0,333470.0,.,+,.,Parent=Transcript:M02E1.1b.1
M02E1.1b.1,X,WormBase,three_prime_UTR,333520.0,333711.0,.,+,.,Parent=Transcript:M02E1.1b.1
M02E1.1a.1,X,WormBase,three_prime_UTR,333688.0,333711.0,.,+,.,Parent=Transcript:M02E1.1a.1
M02E1.1a.2,X,WormBase,three_prime_UTR,333688.0,334404.0,.,+,.,Parent=Transcript:M02E1.1a.2
M02E1.1b.1,X,WormBase,three_prime_UTR,334244.0,334587.0,.,+,.,Parent=Transcript:M02E1.1b.1
M02E1.1a.1,X,WormBase,three_prime_UTR,334244.0,334600.0,.,+,.,Parent=Transcript:M02E1.1a.1
C04E7.3.1,X,WormBase,three_prime_UTR,334567.0,335430.0,.,-,.,Parent=Transcript:C04E7.3.1
C04E7.3.1,X,WormBase,five_prime_UTR,347195.0,347217.0,.,-,.,Parent=Transcript:C04E7.3.1
C04E7.2.1,X,WormBase,five_prime_UTR,353619.0,353619.0,.,+,.,Parent=Transcript:C04E7.2.1
C04E7.2.1,X,WormBase,three_prime_UTR,357722.0,357939.0,.,+,.,Parent=Transcript:C04E7.2.1
C04E7.1.1,X,WormBase,five_prime_UTR,358092.0,358217.0,.,+,.,Parent=Transcript:C04E7.1.1
C04E7.1.1,X,WormBase,five_prime_UTR,358270.0,358385.0,.,+,.,Parent=Transcript:C04E7.1.1
C04E7.1.1,X,WormBase,five_prime_UTR,358431.0,358672.0,.,+,.,Parent=Transcript:C04E7.1.1
C04E7.1.1,X,WormBase,three_prime_UTR,360199.0,360223.0,.,+,.,Parent=Transcript:C04E7.1.1
C04E7.5.1,X,WormBase,five_prime_UTR,360779.0,360853.0,.,+,.,Parent=Transcript:C04E7.5.1
C04E7.5.1,X,WormBase,three_prime_UTR,362936.0,362965.0,.,+,.,Parent=Transcript:C04E7.5.1
R04A9.2.1,X,WormBase,five_prime_UTR,372235.0,372253.0,.,+,.,Parent=Transcript:R04A9.2.1
R04A9.2.1,X,WormBase,three_prime_UTR,376652.0,376900.0,.,+,.,Parent=Transcript:R04A9.2.1
R04A9.3.1,X,WormBase,three_prime_UTR,377174.0,377389.0,.,-,.,Parent=Transcript:R04A9.3.1
R04A9.3.1,X,WormBase,five_prime_UTR,380569.0,380605.0,.,-,.,Parent=Transcript:R04A9.3.1
R04A9.4.1,X,WormBase,three_prime_UTR,381385.0,381526.0,.,-,.,Parent=Transcript:R04A9.4.1
R04A9.4.1,X,WormBase,five_prime_UTR,382704.0,382709.0,.,-,.,Parent=Transcript:R04A9.4.1
R04A9.5.1,X,WormBase,three_prime_UTR,384385.0,384521.0,.,-,.,Parent=Transcript:R04A9.5.1
R04A9.5.1,X,WormBase,five_prime_UTR,388792.0,388797.0,.,-,.,Parent=Transcript:R04A9.5.1
R04A9.9a.1,X,WormBase,three_prime_UTR,389516.0,389570.0,.,-,.,Parent=Transcript:R04A9.9a.1
R04A9.9a.1,X,WormBase,five_prime_UTR,390489.0,390569.0,.,-,.,Parent=Transcript:R04A9.9a.1
R04A9.7.1,X,WormBase,three_prime_UTR,391360.0,391635.0,.,-,.,Parent=Transcript:R04A9.7.1
R04A9.7.1,X,WormBase,five_prime_UTR,394783.0,394892.0,.,-,.,Parent=Transcript:R04A9.7.1
R04A9.6.1,X,WormBase,five_prime_UTR,397559.0,397566.0,.,+,.,Parent=Transcript:R04A9.6.1
R04A9.6.1,X,WormBase,three_prime_UTR,400396.0,400709.0,.,+,.,Parent=Transcript:R04A9.6.1
ZK1193.2b.3,X,WormBase,three_prime_UTR,406457.0,406489.0,.,-,.,Parent=Transcript:ZK1193.2b.3
ZK1193.2a.1,X,WormBase,three_prime_UTR,406459.0,406489.0,.,-,.,Parent=Transcript:ZK1193.2a.1
ZK1193.2b.1,X,WormBase,three_prime_UTR,406464.0,406489.0,.,-,.,Parent=Transcript:ZK1193.2b.1
ZK1193.2b.2,X,WormBase,three_prime_UTR,406484.0,406489.0,.,-,.,Parent=Transcript:ZK1193.2b.2
ZK1193.2b.1,X,WormBase,five_prime_UTR,408078.0,408154.0,.,-,.,Parent=Transcript:ZK1193.2b.1
ZK1193.2b.2,X,WormBase,five_prime_UTR,408078.0,408154.0,.,-,.,Parent=Transcript:ZK1193.2b.2
ZK1193.2b.3,X,WormBase,five_prime_UTR,408078.0,408507.0,.,-,.,Parent=Transcript:ZK1193.2b.3
ZK1193.2b.1,X,WormBase,five_prime_UTR,409132.0,409504.0,.,-,.,Parent=Transcript:ZK1193.2b.1
ZK1193.2b.2,X,WormBase,five_prime_UTR,409132.0,409504.0,.,-,.,Parent=Transcript:ZK1193.2b.2
ZK1193.2b.2,X,WormBase,five_prime_UTR,409592.0,409725.0,.,-,.,Parent=Transcript:ZK1193.2b.2
ZK1193.2b.1,X,WormBase,five_prime_UTR,409592.0,409725.0,.,-,.,Parent=Transcript:ZK1193.2b.1
ZK1193.2b.1,X,WormBase,five_prime_UTR,409832.0,409941.0,.,-,.,Parent=Transcript:ZK1193.2b.1
ZK1193.2b.2,X,WormBase,five_prime_UTR,409832.0,409943.0,.,-,.,Parent=Transcript:ZK1193.2b.2
ZK1193.2b.1,X,WormBase,five_prime_UTR,410543.0,411078.0,.,-,.,Parent=Transcript:ZK1193.2b.1
ZK1193.2b.1,X,WormBase,five_prime_UTR,411146.0,411297.0,.,-,.,Parent=Transcript:ZK1193.2b.1
ZK1193.2b.1,X,WormBase,five_prime_UTR,412092.0,412328.0,.,-,.,Parent=Transcript:ZK1193.2b.1
ZK1193.2b.1,X,WormBase,five_prime_UTR,412438.0,412626.0,.,-,.,Parent=Transcript:ZK1193.2b.1
ZK1193.2b.1,X,WormBase,five_prime_UTR,413457.0,413609.0,.,-,.,Parent=Transcript:ZK1193.2b.1
ZK1193.2b.1,X,WormBase,five_prime_UTR,413653.0,413688.0,.,-,.,Parent=Transcript:ZK1193.2b.1
ZK1193.2b.1,X,WormBase,five_prime_UTR,414427.0,414524.0,.,-,.,Parent=Transcript:ZK1193.2b.1
ZK1193.2b.1,X,WormBase,five_prime_UTR,414672.0,414831.0,.,-,.,Parent=Transcript:ZK1193.2b.1
ZK1193.2b.1,X,WormBase,five_prime_UTR,414878.0,415100.0,.,-,.,Parent=Transcript:ZK1193.2b.1
ZK1193.1.1,X,WormBase,five_prime_UTR,421707.0,421723.0,.,+,.,Parent=Transcript:ZK1193.1.1
ZK1193.1.1,X,WormBase,three_prime_UTR,422647.0,422691.0,.,+,.,Parent=Transcript:ZK1193.1.1
ZK1193.2a.1,X,WormBase,five_prime_UTR,425626.0,425635.0,.,-,.,Parent=Transcript:ZK1193.2a.1
ZK1193.5d.3,X,WormBase,three_prime_UTR,427035.0,427686.0,.,-,.,Parent=Transcript:ZK1193.5d.3
ZK1193.5d.1,X,WormBase,three_prime_UTR,427035.0,427686.0,.,-,.,Parent=Transcript:ZK1193.5d.1
ZK1193.5d.5,X,WormBase,three_prime_UTR,427038.0,427686.0,.,-,.,Parent=Transcript:ZK1193.5d.5
ZK1193.5d.2,X,WormBase,three_prime_UTR,427040.0,427686.0,.,-,.,Parent=Transcript:ZK1193.5d.2
ZK1193.5d.4,X,WormBase,three_prime_UTR,427040.0,427686.0,.,-,.,Parent=Transcript:ZK1193.5d.4
ZK1193.5c.1,X,WormBase,three_prime_UTR,427048.0,427686.0,.,-,.,Parent=Transcript:ZK1193.5c.1
ZK1193.5a.1,X,WormBase,three_prime_UTR,427050.0,427686.0,.,-,.,Parent=Transcript:ZK1193.5a.1
ZK1193.5c.2,X,WormBase,three_prime_UTR,427172.0,427686.0,.,-,.,Parent=Transcript:ZK1193.5c.2
ZK1193.5c.2,X,WormBase,five_prime_UTR,429415.0,429505.0,.,-,.,Parent=Transcript:ZK1193.5c.2
ZK1193.5c.1,X,WormBase,five_prime_UTR,429415.0,429505.0,.,-,.,Parent=Transcript:ZK1193.5c.1
ZK1193.5d.2,X,WormBase,five_prime_UTR,429415.0,429505.0,.,-,.,Parent=Transcript:ZK1193.5d.2
ZK1193.5d.4,X,WormBase,five_prime_UTR,429415.0,429505.0,.,-,.,Parent=Transcript:ZK1193.5d.4
ZK1193.5d.1,X,WormBase,five_prime_UTR,429415.0,429505.0,.,-,.,Parent=Transcript:ZK1193.5d.1
ZK1193.5d.5,X,WormBase,five_prime_UTR,429415.0,429505.0,.,-,.,Parent=Transcript:ZK1193.5d.5
ZK1193.5d.3,X,WormBase,five_prime_UTR,429415.0,429505.0,.,-,.,Parent=Transcript:ZK1193.5d.3
ZK1193.5c.2,X,WormBase,five_prime_UTR,431874.0,431983.0,.,-,.,Parent=Transcript:ZK1193.5c.2
ZK1193.5d.3,X,WormBase,five_prime_UTR,431874.0,431983.0,.,-,.,Parent=Transcript:ZK1193.5d.3
ZK1193.5c.1,X,WormBase,five_prime_UTR,431874.0,431983.0,.,-,.,Parent=Transcript:ZK1193.5c.1
ZK1193.5d.2,X,WormBase,five_prime_UTR,431874.0,431983.0,.,-,.,Parent=Transcript:ZK1193.5d.2
ZK1193.5d.5,X,WormBase,five_prime_UTR,431874.0,431985.0,.,-,.,Parent=Transcript:ZK1193.5d.5
ZK1193.5d.1,X,WormBase,five_prime_UTR,431874.0,431983.0,.,-,.,Parent=Transcript:ZK1193.5d.1
ZK1193.5d.4,X,WormBase,five_prime_UTR,431874.0,431983.0,.,-,.,Parent=Transcript:ZK1193.5d.4
ZK1193.5d.2,X,WormBase,five_prime_UTR,432036.0,432150.0,.,-,.,Parent=Transcript:ZK1193.5d.2
ZK1193.5c.2,X,WormBase,five_prime_UTR,432036.0,432784.0,.,-,.,Parent=Transcript:ZK1193.5c.2
ZK1193.5d.1,X,WormBase,five_prime_UTR,432036.0,432150.0,.,-,.,Parent=Transcript:ZK1193.5d.1
ZK1193.5c.1,X,WormBase,five_prime_UTR,432036.0,432150.0,.,-,.,Parent=Transcript:ZK1193.5c.1
ZK1193.5d.3,X,WormBase,five_prime_UTR,432036.0,432150.0,.,-,.,Parent=Transcript:ZK1193.5d.3
ZK1193.5d.4,X,WormBase,five_prime_UTR,432036.0,432260.0,.,-,.,Parent=Transcript:ZK1193.5d.4
ZK1193.5d.2,X,WormBase,five_prime_UTR,432845.0,432980.0,.,-,.,Parent=Transcript:ZK1193.5d.2
ZK1193.5d.3,X,WormBase,five_prime_UTR,432845.0,433516.0,.,-,.,Parent=Transcript:ZK1193.5d.3
ZK1193.5c.1,X,WormBase,five_prime_UTR,432845.0,433500.0,.,-,.,Parent=Transcript:ZK1193.5c.1
ZK1193.5d.1,X,WormBase,five_prime_UTR,432845.0,432971.0,.,-,.,Parent=Transcript:ZK1193.5d.1
ZK1193.5d.1,X,WormBase,five_prime_UTR,433613.0,433812.0,.,-,.,Parent=Transcript:ZK1193.5d.1
ZK1193.5d.2,X,WormBase,five_prime_UTR,433613.0,433788.0,.,-,.,Parent=Transcript:ZK1193.5d.2
ZK1193.5a.1,X,WormBase,five_prime_UTR,433794.0,433799.0,.,-,.,Parent=Transcript:ZK1193.5a.1
F52D1.2a.2,X,WormBase,three_prime_UTR,446217.0,446355.0,.,-,.,Parent=Transcript:F52D1.2a.2
F52D1.2b.1,X,WormBase,three_prime_UTR,446252.0,446355.0,.,-,.,Parent=Transcript:F52D1.2b.1
F52D1.2a.1,X,WormBase,three_prime_UTR,446252.0,446355.0,.,-,.,Parent=Transcript:F52D1.2a.1
F52D1.2d.1,X,WormBase,three_prime_UTR,446282.0,446355.0,.,-,.,Parent=Transcript:F52D1.2d.1
F52D1.2a.1,X,WormBase,five_prime_UTR,448904.0,448933.0,.,-,.,Parent=Transcript:F52D1.2a.1
F52D1.2a.2,X,WormBase,five_prime_UTR,448904.0,448935.0,.,-,.,Parent=Transcript:F52D1.2a.2
F52D1.2a.1,X,WormBase,five_prime_UTR,449943.0,450021.0,.,-,.,Parent=Transcript:F52D1.2a.1
F52D1.3a.1,X,WormBase,three_prime_UTR,450446.0,450649.0,.,-,.,Parent=Transcript:F52D1.3a.1
F52D1.3c.1,X,WormBase,three_prime_UTR,450447.0,450649.0,.,-,.,Parent=Transcript:F52D1.3c.1
F52D1.3b.1,X,WormBase,three_prime_UTR,450448.0,450649.0,.,-,.,Parent=Transcript:F52D1.3b.1
F52D1.3a.1,X,WormBase,five_prime_UTR,457418.0,457471.0,.,-,.,Parent=Transcript:F52D1.3a.1
F52D1.3b.1,X,WormBase,five_prime_UTR,457418.0,457610.0,.,-,.,Parent=Transcript:F52D1.3b.1
F52D1.3c.1,X,WormBase,five_prime_UTR,457418.0,457610.0,.,-,.,Parent=Transcript:F52D1.3c.1
F52D1.1.1,X,WormBase,five_prime_UTR,460651.0,460653.0,.,+,.,Parent=Transcript:F52D1.1.1
F52D1.1.1,X,WormBase,three_prime_UTR,466784.0,466899.0,.,+,.,Parent=Transcript:F52D1.1.1
F38G1.3.1,X,WormBase,three_prime_UTR,478012.0,478315.0,.,+,.,Parent=Transcript:F38G1.3.1
F38G1.1.1,X,WormBase,five_prime_UTR,481450.0,481450.0,.,+,.,Parent=Transcript:F38G1.1.1
F38G1.1.1,X,WormBase,three_prime_UTR,486434.0,486504.0,.,+,.,Parent=Transcript:F38G1.1.1
F38G1.2.1,X,WormBase,five_prime_UTR,489685.0,489729.0,.,+,.,Parent=Transcript:F38G1.2.1
F38G1.2.2,X,WormBase,five_prime_UTR,489774.0,489793.0,.,+,.,Parent=Transcript:F38G1.2.2
F38G1.2.1,X,WormBase,five_prime_UTR,489776.0,489793.0,.,+,.,Parent=Transcript:F38G1.2.1
F38G1.2.2,X,WormBase,three_prime_UTR,492163.0,492278.0,.,+,.,Parent=Transcript:F38G1.2.2
F38G1.2.1,X,WormBase,three_prime_UTR,492163.0,492318.0,.,+,.,Parent=Transcript:F38G1.2.1
B0310.1a.1,X,WormBase,five_prime_UTR,493228.0,493963.0,.,+,.,Parent=Transcript:B0310.1a.1
B0310.1b.1,X,WormBase,five_prime_UTR,493288.0,493355.0,.,+,.,Parent=Transcript:B0310.1b.1
B0310.1a.1,X,WormBase,three_prime_UTR,497214.0,497510.0,.,+,.,Parent=Transcript:B0310.1a.1
B0310.1b.1,X,WormBase,three_prime_UTR,497214.0,497510.0,.,+,.,Parent=Transcript:B0310.1b.1
B0310.2b.1,X,WormBase,three_prime_UTR,501946.0,502285.0,.,-,.,Parent=Transcript:B0310.2b.1
B0310.2a.1,X,WormBase,three_prime_UTR,501947.0,502285.0,.,-,.,Parent=Transcript:B0310.2a.1
B0310.2b.1,X,WormBase,five_prime_UTR,506934.0,506948.0,.,-,.,Parent=Transcript:B0310.2b.1
B0310.2a.1,X,WormBase,five_prime_UTR,506934.0,506943.0,.,-,.,Parent=Transcript:B0310.2a.1
B0310.3.3,X,WormBase,three_prime_UTR,510673.0,510817.0,.,-,.,Parent=Transcript:B0310.3.3
B0310.3.1,X,WormBase,three_prime_UTR,510673.0,510817.0,.,-,.,Parent=Transcript:B0310.3.1
B0310.3.2,X,WormBase,three_prime_UTR,510673.0,510817.0,.,-,.,Parent=Transcript:B0310.3.2
B0310.3.1,X,WormBase,five_prime_UTR,513137.0,513140.0,.,-,.,Parent=Transcript:B0310.3.1
B0310.3.2,X,WormBase,five_prime_UTR,513137.0,513140.0,.,-,.,Parent=Transcript:B0310.3.2
B0310.3.3,X,WormBase,five_prime_UTR,513137.0,513146.0,.,-,.,Parent=Transcript:B0310.3.3
B0310.3.1,X,WormBase,five_prime_UTR,514470.0,514531.0,.,-,.,Parent=Transcript:B0310.3.1
B0310.3.2,X,WormBase,five_prime_UTR,514470.0,514623.0,.,-,.,Parent=Transcript:B0310.3.2
B0310.3.1,X,WormBase,five_prime_UTR,520502.0,520612.0,.,-,.,Parent=Transcript:B0310.3.1
B0310.3.1,X,WormBase,five_prime_UTR,520729.0,520818.0,.,-,.,Parent=Transcript:B0310.3.1
B0310.3.1,X,WormBase,five_prime_UTR,520863.0,520981.0,.,-,.,Parent=Transcript:B0310.3.1
B0310.5a.1,X,WormBase,three_prime_UTR,525928.0,526072.0,.,-,.,Parent=Transcript:B0310.5a.1
B0310.5b.1,X,WormBase,three_prime_UTR,526079.0,526270.0,.,-,.,Parent=Transcript:B0310.5b.1
B0310.5b.1,X,WormBase,three_prime_UTR,526517.0,526604.0,.,-,.,Parent=Transcript:B0310.5b.1
B0310.5b.1,X,WormBase,three_prime_UTR,526652.0,526765.0,.,-,.,Parent=Transcript:B0310.5b.1
B0310.5b.1,X,WormBase,three_prime_UTR,526812.0,526923.0,.,-,.,Parent=Transcript:B0310.5b.1
B0310.5b.1,X,WormBase,three_prime_UTR,526967.0,527039.0,.,-,.,Parent=Transcript:B0310.5b.1
B0310.5b.1,X,WormBase,three_prime_UTR,527838.0,528159.0,.,-,.,Parent=Transcript:B0310.5b.1
B0310.5b.1,X,WormBase,three_prime_UTR,528210.0,529399.0,.,-,.,Parent=Transcript:B0310.5b.1
B0310.5b.1,X,WormBase,five_prime_UTR,530139.0,530289.0,.,-,.,Parent=Transcript:B0310.5b.1
B0310.5a.1,X,WormBase,five_prime_UTR,530139.0,530289.0,.,-,.,Parent=Transcript:B0310.5a.1
B0310.6.1,X,WormBase,three_prime_UTR,530551.0,530624.0,.,-,.,Parent=Transcript:B0310.6.1
B0310.6.1,X,WormBase,five_prime_UTR,530962.0,531009.0,.,-,.,Parent=Transcript:B0310.6.1
F28C10.3.1,X,WormBase,three_prime_UTR,531841.0,532285.0,.,-,.,Parent=Transcript:F28C10.3.1
F28C10.3.1,X,WormBase,five_prime_UTR,535748.0,535828.0,.,-,.,Parent=Transcript:F28C10.3.1
F57C12.2.1,X,WormBase,three_prime_UTR,549355.0,549393.0,.,-,.,Parent=Transcript:F57C12.2.1
F57C12.2.1,X,WormBase,five_prime_UTR,551368.0,551392.0,.,-,.,Parent=Transcript:F57C12.2.1
F57C12.6.1,X,WormBase,three_prime_UTR,553171.0,553339.0,.,-,.,Parent=Transcript:F57C12.6.1
F57C12.3.1,X,WormBase,three_prime_UTR,555792.0,555908.0,.,-,.,Parent=Transcript:F57C12.3.1
F57C12.3.1,X,WormBase,five_prime_UTR,557120.0,557295.0,.,-,.,Parent=Transcript:F57C12.3.1
F57C12.1.1,X,WormBase,five_prime_UTR,558157.0,558189.0,.,+,.,Parent=Transcript:F57C12.1.1
F57C12.1.1,X,WormBase,three_prime_UTR,563630.0,563708.0,.,+,.,Parent=Transcript:F57C12.1.1
F57C12.4.1,X,WormBase,three_prime_UTR,563711.0,563826.0,.,-,.,Parent=Transcript:F57C12.4.1
F57C12.4.1,X,WormBase,five_prime_UTR,572644.0,572701.0,.,-,.,Parent=Transcript:F57C12.4.1
F57C12.5b.2,X,WormBase,three_prime_UTR,576312.0,576486.0,.,-,.,Parent=Transcript:F57C12.5b.2
F57C12.5c.1,X,WormBase,three_prime_UTR,576318.0,576486.0,.,-,.,Parent=Transcript:F57C12.5c.1
F57C12.5b.1,X,WormBase,three_prime_UTR,576320.0,576486.0,.,-,.,Parent=Transcript:F57C12.5b.1
F57C12.5d.1,X,WormBase,three_prime_UTR,576320.0,576486.0,.,-,.,Parent=Transcript:F57C12.5d.1
F57C12.5e.1,X,WormBase,three_prime_UTR,576320.0,576486.0,.,-,.,Parent=Transcript:F57C12.5e.1
F57C12.5b.2,X,WormBase,five_prime_UTR,587415.0,587483.0,.,-,.,Parent=Transcript:F57C12.5b.2
F57C12.5c.1,X,WormBase,five_prime_UTR,587415.0,587485.0,.,-,.,Parent=Transcript:F57C12.5c.1
F57C12.5e.1,X,WormBase,five_prime_UTR,587415.0,587495.0,.,-,.,Parent=Transcript:F57C12.5e.1
F57C12.5d.1,X,WormBase,five_prime_UTR,587415.0,587489.0,.,-,.,Parent=Transcript:F57C12.5d.1
F57C12.5b.1,X,WormBase,five_prime_UTR,587415.0,587483.0,.,-,.,Parent=Transcript:F57C12.5b.1
F57C12.5b.2,X,WormBase,five_prime_UTR,587628.0,587898.0,.,-,.,Parent=Transcript:F57C12.5b.2
F13C5.2.1,X,WormBase,five_prime_UTR,593960.0,593979.0,.,+,.,Parent=Transcript:F13C5.2.1
F13C5.2.1,X,WormBase,three_prime_UTR,595788.0,596293.0,.,+,.,Parent=Transcript:F13C5.2.1
F13C5.3a.1,X,WormBase,three_prime_UTR,596228.0,596313.0,.,-,.,Parent=Transcript:F13C5.3a.1
F13C5.3a.1,X,WormBase,five_prime_UTR,599536.0,599576.0,.,-,.,Parent=Transcript:F13C5.3a.1
F13C5.1.2,X,WormBase,five_prime_UTR,602160.0,602217.0,.,+,.,Parent=Transcript:F13C5.1.2
