,0,1,2,3,4,5,6,7,8
C29F9.4.1,III,WormBase,three_prime_UTR,124642.0,124690.0,.,+,.,Parent=Transcript:C29F9.4.1
C29F9.3b.1,III,WormBase,five_prime_UTR,124778.0,124804.0,.,+,.,Parent=Transcript:C29F9.3b.1
C29F9.3a.1,III,WormBase,five_prime_UTR,124778.0,124804.0,.,+,.,Parent=Transcript:C29F9.3a.1
C29F9.3c.1,III,WormBase,five_prime_UTR,124791.0,124804.0,.,+,.,Parent=Transcript:C29F9.3c.1
C29F9.3a.2,III,WormBase,five_prime_UTR,124791.0,124804.0,.,+,.,Parent=Transcript:C29F9.3a.2
C29F9.3b.1,III,WormBase,three_prime_UTR,125096.0,125118.0,.,+,.,Parent=Transcript:C29F9.3b.1
C29F9.3b.1,III,WormBase,three_prime_UTR,125569.0,125909.0,.,+,.,Parent=Transcript:C29F9.3b.1
C29F9.3b.1,III,WormBase,three_prime_UTR,125956.0,126488.0,.,+,.,Parent=Transcript:C29F9.3b.1
C29F9.3a.1,III,WormBase,three_prime_UTR,126420.0,126635.0,.,+,.,Parent=Transcript:C29F9.3a.1
C29F9.3c.1,III,WormBase,three_prime_UTR,126420.0,126519.0,.,+,.,Parent=Transcript:C29F9.3c.1
C29F9.3a.2,III,WormBase,three_prime_UTR,126420.0,126635.0,.,+,.,Parent=Transcript:C29F9.3a.2
C29F9.3a.2,III,WormBase,three_prime_UTR,127760.0,127851.0,.,+,.,Parent=Transcript:C29F9.3a.2
C29F9.3a.1,III,WormBase,three_prime_UTR,127760.0,127851.0,.,+,.,Parent=Transcript:C29F9.3a.1
C29F9.3a.1,III,WormBase,three_prime_UTR,127896.0,127971.0,.,+,.,Parent=Transcript:C29F9.3a.1
C29F9.3a.2,III,WormBase,three_prime_UTR,127896.0,127971.0,.,+,.,Parent=Transcript:C29F9.3a.2
C29F9.13.1,III,WormBase,three_prime_UTR,130146.0,130179.0,.,-,.,Parent=Transcript:C29F9.13.1
C29F9.2.1,III,WormBase,five_prime_UTR,130947.0,130957.0,.,+,.,Parent=Transcript:C29F9.2.1
C29F9.2.1,III,WormBase,three_prime_UTR,131645.0,131751.0,.,+,.,Parent=Transcript:C29F9.2.1
C29F9.1.1,III,WormBase,five_prime_UTR,132418.0,132424.0,.,+,.,Parent=Transcript:C29F9.1.1
C29F9.1.1,III,WormBase,three_prime_UTR,134371.0,134401.0,.,+,.,Parent=Transcript:C29F9.1.1
T17A3.2.1,III,WormBase,five_prime_UTR,134494.0,134498.0,.,+,.,Parent=Transcript:T17A3.2.1
T17A3.2.1,III,WormBase,three_prime_UTR,137826.0,137975.0,.,+,.,Parent=Transcript:T17A3.2.1
T17A3.3.1,III,WormBase,three_prime_UTR,140072.0,140133.0,.,-,.,Parent=Transcript:T17A3.3.1
T17A3.3.1,III,WormBase,five_prime_UTR,141210.0,141217.0,.,-,.,Parent=Transcript:T17A3.3.1
T17A3.4.1,III,WormBase,three_prime_UTR,142093.0,142162.0,.,-,.,Parent=Transcript:T17A3.4.1
T17A3.4.1,III,WormBase,five_prime_UTR,143218.0,143221.0,.,-,.,Parent=Transcript:T17A3.4.1
T17A3.6.1,III,WormBase,three_prime_UTR,143559.0,143630.0,.,-,.,Parent=Transcript:T17A3.6.1
T17A3.6.2,III,WormBase,three_prime_UTR,143559.0,143630.0,.,-,.,Parent=Transcript:T17A3.6.2
T17A3.6.2,III,WormBase,five_prime_UTR,144503.0,144701.0,.,-,.,Parent=Transcript:T17A3.6.2
T17A3.6.1,III,WormBase,five_prime_UTR,144503.0,144897.0,.,-,.,Parent=Transcript:T17A3.6.1
T17A3.6.2,III,WormBase,five_prime_UTR,144789.0,144886.0,.,-,.,Parent=Transcript:T17A3.6.2
T17A3.6.1,III,WormBase,five_prime_UTR,145143.0,145211.0,.,-,.,Parent=Transcript:T17A3.6.1
T17A3.7.1,III,WormBase,three_prime_UTR,145482.0,145543.0,.,-,.,Parent=Transcript:T17A3.7.1
T17A3.7.1,III,WormBase,five_prime_UTR,146464.0,146469.0,.,-,.,Parent=Transcript:T17A3.7.1
T17A3.13.1,III,WormBase,three_prime_UTR,146969.0,146982.0,.,-,.,Parent=Transcript:T17A3.13.1
T17A3.13.1,III,WormBase,five_prime_UTR,147608.0,147620.0,.,-,.,Parent=Transcript:T17A3.13.1
T17A3.10.1,III,WormBase,three_prime_UTR,154389.0,154474.0,.,-,.,Parent=Transcript:T17A3.10.1
T17A3.10.1,III,WormBase,five_prime_UTR,156675.0,156745.0,.,-,.,Parent=Transcript:T17A3.10.1
F40G9.7.1,III,WormBase,three_prime_UTR,166233.0,166312.0,.,+,.,Parent=Transcript:F40G9.7.1
F40G9.18.1,III,WormBase,three_prime_UTR,167259.0,167384.0,.,-,.,Parent=Transcript:F40G9.18.1
F40G9.18.1,III,WormBase,five_prime_UTR,169557.0,169578.0,.,-,.,Parent=Transcript:F40G9.18.1
F40G9.9.1,III,WormBase,three_prime_UTR,170319.0,170369.0,.,-,.,Parent=Transcript:F40G9.9.1
F40G9.9.1,III,WormBase,five_prime_UTR,171711.0,171717.0,.,-,.,Parent=Transcript:F40G9.9.1
F40G9.12.1,III,WormBase,five_prime_UTR,171847.0,172003.0,.,+,.,Parent=Transcript:F40G9.12.1
F40G9.12.1,III,WormBase,three_prime_UTR,172735.0,172785.0,.,+,.,Parent=Transcript:F40G9.12.1
F40G9.19.1,III,WormBase,three_prime_UTR,174542.0,174558.0,.,+,.,Parent=Transcript:F40G9.19.1
F40G9.5.1,III,WormBase,five_prime_UTR,181263.0,183344.0,.,+,.,Parent=Transcript:F40G9.5.1
F40G9.15.1,III,WormBase,three_prime_UTR,182982.0,183015.0,.,+,.,Parent=Transcript:F40G9.15.1
F40G9.5.1,III,WormBase,three_prime_UTR,184865.0,184944.0,.,+,.,Parent=Transcript:F40G9.5.1
F40G9.11.1,III,WormBase,three_prime_UTR,186949.0,187021.0,.,-,.,Parent=Transcript:F40G9.11.1
F40G9.11.1,III,WormBase,five_prime_UTR,188125.0,188131.0,.,-,.,Parent=Transcript:F40G9.11.1
F40G9.3.1,III,WormBase,five_prime_UTR,188838.0,188840.0,.,+,.,Parent=Transcript:F40G9.3.1
F40G9.3.1,III,WormBase,three_prime_UTR,190576.0,190883.0,.,+,.,Parent=Transcript:F40G9.3.1
F40G9.2.1,III,WormBase,five_prime_UTR,190986.0,190996.0,.,+,.,Parent=Transcript:F40G9.2.1
F40G9.2.1,III,WormBase,three_prime_UTR,191864.0,191981.0,.,+,.,Parent=Transcript:F40G9.2.1
F40G9.1.1,III,WormBase,five_prime_UTR,192103.0,192105.0,.,+,.,Parent=Transcript:F40G9.1.1
F40G9.1.1,III,WormBase,three_prime_UTR,194111.0,194349.0,.,+,.,Parent=Transcript:F40G9.1.1
F40G9.17.2,III,WormBase,five_prime_UTR,194460.0,194461.0,.,+,.,Parent=Transcript:F40G9.17.2
F40G9.17.2,III,WormBase,three_prime_UTR,200225.0,200237.0,.,+,.,Parent=Transcript:F40G9.17.2
F40G9.17.1,III,WormBase,three_prime_UTR,200225.0,201211.0,.,+,.,Parent=Transcript:F40G9.17.1
W10C4.1.1,III,WormBase,three_prime_UTR,201163.0,201335.0,.,-,.,Parent=Transcript:W10C4.1.1
W10C4.1.1,III,WormBase,five_prime_UTR,207093.0,207123.0,.,-,.,Parent=Transcript:W10C4.1.1
Y50D7A.6.3,III,WormBase,five_prime_UTR,209992.0,210063.0,.,+,.,Parent=Transcript:Y50D7A.6.3
Y50D7A.6.2,III,WormBase,five_prime_UTR,209992.0,210063.0,.,+,.,Parent=Transcript:Y50D7A.6.2
Y50D7A.6.4,III,WormBase,five_prime_UTR,209992.0,210063.0,.,+,.,Parent=Transcript:Y50D7A.6.4
F40G9.17.2,III,WormBase,three_prime_UTR,209994.0,210063.0,.,+,.,Parent=Transcript:F40G9.17.2
Y50D7A.6.1,III,WormBase,five_prime_UTR,221416.0,221418.0,.,+,.,Parent=Transcript:Y50D7A.6.1
Y50D7A.6.4,III,WormBase,five_prime_UTR,221416.0,221418.0,.,+,.,Parent=Transcript:Y50D7A.6.4
Y50D7A.6.2,III,WormBase,five_prime_UTR,221416.0,221418.0,.,+,.,Parent=Transcript:Y50D7A.6.2
Y50D7A.6.3,III,WormBase,five_prime_UTR,221416.0,221418.0,.,+,.,Parent=Transcript:Y50D7A.6.3
Y50D7A.6.2,III,WormBase,three_prime_UTR,227567.0,227575.0,.,+,.,Parent=Transcript:Y50D7A.6.2
Y50D7A.6.4,III,WormBase,three_prime_UTR,227567.0,227577.0,.,+,.,Parent=Transcript:Y50D7A.6.4
Y50D7A.6.3,III,WormBase,three_prime_UTR,227567.0,227575.0,.,+,.,Parent=Transcript:Y50D7A.6.3
Y50D7A.6.1,III,WormBase,three_prime_UTR,227567.0,227575.0,.,+,.,Parent=Transcript:Y50D7A.6.1
Y50D7A.6.3,III,WormBase,three_prime_UTR,228617.0,228838.0,.,+,.,Parent=Transcript:Y50D7A.6.3
Y50D7A.6.1,III,WormBase,three_prime_UTR,228617.0,228815.0,.,+,.,Parent=Transcript:Y50D7A.6.1
Y50D7A.5.1,III,WormBase,five_prime_UTR,230429.0,230434.0,.,+,.,Parent=Transcript:Y50D7A.5.1
Y50D7A.6.2,III,WormBase,three_prime_UTR,230429.0,230450.0,.,+,.,Parent=Transcript:Y50D7A.6.2
Y50D7A.5.1,III,WormBase,three_prime_UTR,235034.0,235092.0,.,+,.,Parent=Transcript:Y50D7A.5.1
Y50D7A.4.1,III,WormBase,five_prime_UTR,235844.0,235849.0,.,+,.,Parent=Transcript:Y50D7A.4.1
Y50D7A.4.1,III,WormBase,three_prime_UTR,253377.0,254383.0,.,+,.,Parent=Transcript:Y50D7A.4.1
Y50D7A.3a.1,III,WormBase,five_prime_UTR,254535.0,254558.0,.,+,.,Parent=Transcript:Y50D7A.3a.1
Y50D7A.3b.1,III,WormBase,five_prime_UTR,254535.0,254558.0,.,+,.,Parent=Transcript:Y50D7A.3b.1
Y50D7A.3b.1,III,WormBase,three_prime_UTR,256295.0,257654.0,.,+,.,Parent=Transcript:Y50D7A.3b.1
Y50D7A.3b.1,III,WormBase,three_prime_UTR,259275.0,259519.0,.,+,.,Parent=Transcript:Y50D7A.3b.1
Y50D7A.3b.1,III,WormBase,three_prime_UTR,261125.0,261389.0,.,+,.,Parent=Transcript:Y50D7A.3b.1
Y50D7A.3b.1,III,WormBase,three_prime_UTR,263056.0,263160.0,.,+,.,Parent=Transcript:Y50D7A.3b.1
Y50D7A.3b.1,III,WormBase,three_prime_UTR,263780.0,264882.0,.,+,.,Parent=Transcript:Y50D7A.3b.1
Y50D7A.3a.1,III,WormBase,three_prime_UTR,263960.0,264892.0,.,+,.,Parent=Transcript:Y50D7A.3a.1
Y50D7A.2.1,III,WormBase,five_prime_UTR,265090.0,265096.0,.,+,.,Parent=Transcript:Y50D7A.2.1
Y50D7A.2.1,III,WormBase,three_prime_UTR,282874.0,283009.0,.,+,.,Parent=Transcript:Y50D7A.2.1
Y50D7A.9.1,III,WormBase,three_prime_UTR,289202.0,289438.0,.,+,.,Parent=Transcript:Y50D7A.9.1
Y50D7A.1a.1,III,WormBase,five_prime_UTR,292640.0,292649.0,.,+,.,Parent=Transcript:Y50D7A.1a.1
Y50D7A.13a.1,III,WormBase,five_prime_UTR,294523.0,294627.0,.,-,.,Parent=Transcript:Y50D7A.13a.1
Y50D7A.7.1,III,WormBase,three_prime_UTR,295654.0,295713.0,.,-,.,Parent=Transcript:Y50D7A.7.1
Y50D7A.7.1,III,WormBase,five_prime_UTR,298532.0,298556.0,.,-,.,Parent=Transcript:Y50D7A.7.1
Y50D7A.1a.1,III,WormBase,three_prime_UTR,314114.0,314508.0,.,+,.,Parent=Transcript:Y50D7A.1a.1
Y50D7A.10.1,III,WormBase,five_prime_UTR,315460.0,315461.0,.,+,.,Parent=Transcript:Y50D7A.10.1
Y50D7A.10.1,III,WormBase,three_prime_UTR,321620.0,321716.0,.,+,.,Parent=Transcript:Y50D7A.10.1
Y50D7A.8a.1,III,WormBase,three_prime_UTR,333618.0,333672.0,.,-,.,Parent=Transcript:Y50D7A.8a.1
Y50D7A.8b.1,III,WormBase,five_prime_UTR,341844.0,341875.0,.,-,.,Parent=Transcript:Y50D7A.8b.1
Y50D7A.8b.1,III,WormBase,five_prime_UTR,343066.0,343130.0,.,-,.,Parent=Transcript:Y50D7A.8b.1
Y50D7A.8a.1,III,WormBase,five_prime_UTR,343223.0,343241.0,.,-,.,Parent=Transcript:Y50D7A.8a.1
W07B3.2d.2,III,WormBase,three_prime_UTR,344306.0,344938.0,.,-,.,Parent=Transcript:W07B3.2d.2
W07B3.2a.1,III,WormBase,three_prime_UTR,344306.0,344938.0,.,-,.,Parent=Transcript:W07B3.2a.1
W07B3.2b.2,III,WormBase,three_prime_UTR,344306.0,344938.0,.,-,.,Parent=Transcript:W07B3.2b.2
W07B3.2a.2,III,WormBase,three_prime_UTR,344306.0,344938.0,.,-,.,Parent=Transcript:W07B3.2a.2
W07B3.2b.1,III,WormBase,three_prime_UTR,344306.0,344938.0,.,-,.,Parent=Transcript:W07B3.2b.1
W07B3.2c.2,III,WormBase,three_prime_UTR,344306.0,344938.0,.,-,.,Parent=Transcript:W07B3.2c.2
W07B3.2c.1,III,WormBase,three_prime_UTR,344307.0,344938.0,.,-,.,Parent=Transcript:W07B3.2c.1
W07B3.2d.1,III,WormBase,three_prime_UTR,344307.0,344938.0,.,-,.,Parent=Transcript:W07B3.2d.1
W07B3.2c.1,III,WormBase,five_prime_UTR,348401.0,348429.0,.,-,.,Parent=Transcript:W07B3.2c.1
W07B3.2e.1,III,WormBase,five_prime_UTR,348401.0,348429.0,.,-,.,Parent=Transcript:W07B3.2e.1
W07B3.2f.1,III,WormBase,five_prime_UTR,348401.0,348427.0,.,-,.,Parent=Transcript:W07B3.2f.1
W07B3.2d.1,III,WormBase,five_prime_UTR,348401.0,348427.0,.,-,.,Parent=Transcript:W07B3.2d.1
W07B3.2b.1,III,WormBase,five_prime_UTR,348401.0,348427.0,.,-,.,Parent=Transcript:W07B3.2b.1
W07B3.2c.2,III,WormBase,five_prime_UTR,348401.0,348427.0,.,-,.,Parent=Transcript:W07B3.2c.2
W07B3.2b.2,III,WormBase,five_prime_UTR,348401.0,348427.0,.,-,.,Parent=Transcript:W07B3.2b.2
W07B3.2a.1,III,WormBase,five_prime_UTR,348401.0,348427.0,.,-,.,Parent=Transcript:W07B3.2a.1
W07B3.2a.2,III,WormBase,five_prime_UTR,348401.0,348427.0,.,-,.,Parent=Transcript:W07B3.2a.2
W07B3.2d.2,III,WormBase,five_prime_UTR,348401.0,348433.0,.,-,.,Parent=Transcript:W07B3.2d.2
W07B3.2c.2,III,WormBase,five_prime_UTR,354663.0,354800.0,.,-,.,Parent=Transcript:W07B3.2c.2
W07B3.2a.2,III,WormBase,five_prime_UTR,354663.0,354789.0,.,-,.,Parent=Transcript:W07B3.2a.2
W07B3.2d.1,III,WormBase,five_prime_UTR,354663.0,354694.0,.,-,.,Parent=Transcript:W07B3.2d.1
W07B3.2b.2,III,WormBase,five_prime_UTR,354663.0,354752.0,.,-,.,Parent=Transcript:W07B3.2b.2
K10F12.3b.1,III,WormBase,five_prime_UTR,365949.0,365953.0,.,+,.,Parent=Transcript:K10F12.3b.1
K10F12.3a.1,III,WormBase,five_prime_UTR,367326.0,367337.0,.,+,.,Parent=Transcript:K10F12.3a.1
K10F12.3b.1,III,WormBase,three_prime_UTR,377459.0,377560.0,.,+,.,Parent=Transcript:K10F12.3b.1
K10F12.3a.1,III,WormBase,three_prime_UTR,377459.0,377570.0,.,+,.,Parent=Transcript:K10F12.3a.1
Y55B1BL.1a.1,III,WormBase,five_prime_UTR,402384.0,402705.0,.,+,.,Parent=Transcript:Y55B1BL.1a.1
Y55B1BL.1a.2,III,WormBase,five_prime_UTR,402492.0,402705.0,.,+,.,Parent=Transcript:Y55B1BL.1a.2
Y55B1BL.1a.2,III,WormBase,five_prime_UTR,402753.0,403574.0,.,+,.,Parent=Transcript:Y55B1BL.1a.2
Y55B1BL.1a.1,III,WormBase,five_prime_UTR,402753.0,402843.0,.,+,.,Parent=Transcript:Y55B1BL.1a.1
Y55B1BL.1a.1,III,WormBase,five_prime_UTR,403502.0,403574.0,.,+,.,Parent=Transcript:Y55B1BL.1a.1
Y55B1BL.1a.2,III,WormBase,three_prime_UTR,405218.0,405615.0,.,+,.,Parent=Transcript:Y55B1BL.1a.2
Y55B1BL.1a.1,III,WormBase,three_prime_UTR,405218.0,405615.0,.,+,.,Parent=Transcript:Y55B1BL.1a.1
Y55B1BM.1b.1,III,WormBase,three_prime_UTR,408126.0,408417.0,.,-,.,Parent=Transcript:Y55B1BM.1b.1
Y55B1BM.1a.1,III,WormBase,three_prime_UTR,408127.0,408417.0,.,-,.,Parent=Transcript:Y55B1BM.1a.1
Y55B1BM.1c.1,III,WormBase,three_prime_UTR,410441.0,410530.0,.,-,.,Parent=Transcript:Y55B1BM.1c.1
Y55B1BM.1c.1,III,WormBase,five_prime_UTR,418693.0,418749.0,.,-,.,Parent=Transcript:Y55B1BM.1c.1
Y55B1BM.1b.1,III,WormBase,five_prime_UTR,418693.0,418744.0,.,-,.,Parent=Transcript:Y55B1BM.1b.1
Y55B1BM.1a.1,III,WormBase,five_prime_UTR,418693.0,418738.0,.,-,.,Parent=Transcript:Y55B1BM.1a.1
Y55B1BR.3.1,III,WormBase,five_prime_UTR,429338.0,429353.0,.,+,.,Parent=Transcript:Y55B1BR.3.1
Y55B1BR.3.1,III,WormBase,three_prime_UTR,431598.0,431749.0,.,+,.,Parent=Transcript:Y55B1BR.3.1
Y55B1BR.2.1,III,WormBase,five_prime_UTR,434891.0,434910.0,.,+,.,Parent=Transcript:Y55B1BR.2.1
Y55B1BR.2.1,III,WormBase,three_prime_UTR,439831.0,440142.0,.,+,.,Parent=Transcript:Y55B1BR.2.1
Y55B1BR.1.1,III,WormBase,five_prime_UTR,440226.0,440319.0,.,+,.,Parent=Transcript:Y55B1BR.1.1
Y55B1BR.1.1,III,WormBase,three_prime_UTR,443342.0,444056.0,.,+,.,Parent=Transcript:Y55B1BR.1.1
Y55B1BR.6b.1,III,WormBase,three_prime_UTR,453493.0,453821.0,.,-,.,Parent=Transcript:Y55B1BR.6b.1
Y55B1BR.6g.1,III,WormBase,three_prime_UTR,453573.0,453821.0,.,-,.,Parent=Transcript:Y55B1BR.6g.1
Y55B1BR.6a.1,III,WormBase,three_prime_UTR,453573.0,453821.0,.,-,.,Parent=Transcript:Y55B1BR.6a.1
Y55B1BR.6g.2,III,WormBase,three_prime_UTR,453575.0,453821.0,.,-,.,Parent=Transcript:Y55B1BR.6g.2
Y55B1BR.6g.1,III,WormBase,five_prime_UTR,455120.0,455141.0,.,-,.,Parent=Transcript:Y55B1BR.6g.1
Y55B1BR.6g.2,III,WormBase,five_prime_UTR,455120.0,455147.0,.,-,.,Parent=Transcript:Y55B1BR.6g.2
Y55B1BR.6g.1,III,WormBase,five_prime_UTR,459602.0,459701.0,.,-,.,Parent=Transcript:Y55B1BR.6g.1
Y55B1BR.6a.1,III,WormBase,five_prime_UTR,463719.0,463811.0,.,-,.,Parent=Transcript:Y55B1BR.6a.1
Y55B1BR.6b.1,III,WormBase,five_prime_UTR,463719.0,463811.0,.,-,.,Parent=Transcript:Y55B1BR.6b.1
Y55B1BR.4.1,III,WormBase,three_prime_UTR,463925.0,464865.0,.,-,.,Parent=Transcript:Y55B1BR.4.1
Y55B1BR.4.1,III,WormBase,five_prime_UTR,471696.0,471702.0,.,-,.,Parent=Transcript:Y55B1BR.4.1
F10C5.2.1,III,WormBase,five_prime_UTR,472317.0,472332.0,.,+,.,Parent=Transcript:F10C5.2.1
F10C5.2.1,III,WormBase,three_prime_UTR,475083.0,475349.0,.,+,.,Parent=Transcript:F10C5.2.1
F10C5.1.1,III,WormBase,five_prime_UTR,475454.0,475462.0,.,+,.,Parent=Transcript:F10C5.1.1
F10C5.1.1,III,WormBase,three_prime_UTR,482239.0,482325.0,.,+,.,Parent=Transcript:F10C5.1.1
F10C5.3.1,III,WormBase,five_prime_UTR,483868.0,484032.0,.,+,.,Parent=Transcript:F10C5.3.1
F10C5.3.2,III,WormBase,five_prime_UTR,484597.0,484622.0,.,+,.,Parent=Transcript:F10C5.3.2
F10C5.3.1,III,WormBase,five_prime_UTR,484599.0,484622.0,.,+,.,Parent=Transcript:F10C5.3.1
F10C5.3.1,III,WormBase,three_prime_UTR,485533.0,485927.0,.,+,.,Parent=Transcript:F10C5.3.1
F10C5.3.2,III,WormBase,three_prime_UTR,485533.0,485839.0,.,+,.,Parent=Transcript:F10C5.3.2
F30H5.2.1,III,WormBase,three_prime_UTR,486114.0,486168.0,.,-,.,Parent=Transcript:F30H5.2.1
F30H5.2.1,III,WormBase,five_prime_UTR,486534.0,486547.0,.,-,.,Parent=Transcript:F30H5.2.1
